method,horizon_ps,temperature_K,tp,fp,fn,tn,n,positive,prevalence,accuracy,precision,recall,specificity,false_positive_rate,balanced_accuracy,f1,auroc,average_precision,timing_mae_ps,timing_bias_ps,timing_median_absolute_error_ps,timing_p90_absolute_error_ps,timing_within_0_75_ps,timing_within_1_5_ps,timing_within_3_ps,timed_within_1_5_ps_recall,accuracy_ci95_lower,accuracy_ci95_upper,accuracy_bootstrap_valid,precision_ci95_lower,precision_ci95_upper,precision_bootstrap_valid,recall_ci95_lower,recall_ci95_upper,recall_bootstrap_valid,f1_ci95_lower,f1_ci95_upper,f1_bootstrap_valid,false_positive_rate_ci95_lower,false_positive_rate_ci95_upper,false_positive_rate_bootstrap_valid,timing_mae_ps_ci95_lower,timing_mae_ps_ci95_upper,timing_mae_ps_bootstrap_valid,timing_bias_ps_ci95_lower,timing_bias_ps_ci95_upper,timing_bias_ps_bootstrap_valid,timed_within_1_5_ps_recall_ci95_lower,timed_within_1_5_ps_recall_ci95_upper,timed_within_1_5_ps_recall_bootstrap_valid
persistence,6,510,924,5391,1339,157142,164796,2263,0.013732129420617006,0.9591616301366538,0.14631828978622327,0.4083075563411401,0.966831351171762,0.03316864882823796,0.6875694537564511,0.21543483329447424,0.7845735934698345,0.1372371820002644,2.112012987012987,-2.112012987012987,2.25,4.5,0.3495670995670996,0.48917748917748916,0.7402597402597403,0.19973486522315512,0.9327565103617103,0.9710808233210377,2000,0.11581941481777391,0.18588412908095867,2000,0.3608119304059652,0.45296671490593343,2000,0.17664233576642335,0.25549109086175464,2000,0.023030038950204317,0.05526578350112711,2000,1.9201061320754718,2.2476215644820297,2000,-2.2476215644820297,-1.9201061320754718,2000,0.1921951020816791,0.20921117099461048,2000
persistence,6,520,271,2012,580,79849,82712,851,0.010288712641454686,0.9686623464551698,0.11870346035917652,0.318448883666275,0.975421751505601,0.024578248494399043,0.646935317585938,0.17294192724952137,0.7273528753011737,0.09291808832249661,1.970479704797048,-1.970479704797048,1.5,4.5,0.36162361623616235,0.5166051660516605,0.7749077490774908,0.1645123384253819,0.9130957836846929,0.9963762981557585,2000,0.0,0.19397590361445782,2000,0.23758099352051837,0.41494845360824745,1930,0.0,0.26436781609195403,2000,0.003623701844241553,0.06849879362090272,2000,1.5545454545454545,2.2546583850931676,1930,-2.2546583850931676,-1.5545454545454545,1930,0.1490280777537797,0.18298969072164947,1930
persistence,9,400,1148,7662,1908,218422,229140,3056,0.013336824648686393,0.9582351400890285,0.13030646992054484,0.3756544502617801,0.9661099414376957,0.03389005856230427,0.670882195849738,0.1934940165177819,0.7364769059160331,0.09441100011974171,3.1215156794425085,-3.1215156794425085,2.25,6.75,0.2874564459930314,0.40069686411149824,0.5914634146341463,0.1505235602094241,0.9442896112976769,0.9739424197561974,2000,0.1120019436345967,0.1486502699460108,2000,0.3367261261078938,0.42171192437823624,2000,0.17083564943487123,0.21698799563477628,2000,0.021930155153467447,0.04486357330383267,2000,2.9057142857142857,3.3370157069288373,2000,-3.3370157069288386,-2.9057142857142857,2000,0.14620081411126187,0.1540268456375839,2000
persistence,9,450,1502,10083,2307,99001,112893,3809,0.033739913014978785,0.8902500597911297,0.12965041001294778,0.39432922026778683,0.9075666458875729,0.09243335411242712,0.6509479330776798,0.19514096401195272,0.7053029644533477,0.12367344146221843,3.2551597869507325,-3.2551597869507325,3.0,7.5,0.27230359520639147,0.3801597869507324,0.5652463382157124,0.14990811236545024,0.8566875122324017,0.9247391037446286,2000,0.08539533560864619,0.21057108140947753,2000,0.3110443275732532,0.47315536309709305,2000,0.13510321165419878,0.29052548931529676,2000,0.0591634194405557,0.12619840892092202,2000,2.9679110738255035,3.4441747572815533,2000,-3.4441747572815533,-2.9679110738255035,2000,0.13239358761746822,0.16679477325134512,2000
persistence,9,500,1003,7103,2168,181685,191959,3171,0.016519152527362614,0.9517032282935418,0.12373550456452011,0.3163040050457269,0.9623757865966057,0.03762421340339429,0.6393398958211663,0.1778841890573734,0.7044467716710958,0.10656249492274877,3.023928215353938,-3.023928215353938,2.25,6.75,0.29611166500498504,0.40279162512462613,0.6001994017946162,0.12740460422579628,0.9162548650894302,0.9726083201616451,2000,0.0855534193902774,0.15398411478349988,2000,0.2800726485688018,0.3629165291982844,2000,0.13513250831113227,0.20974470215251126,2000,0.021974687835807364,0.06597455976547065,2000,2.641831238779174,3.3794037940379402,2000,-3.3794037940379402,-2.641831238779174,2000,0.121875,0.1339662447257384,2000
persistence,9,510,1300,6563,2273,154660,164796,3573,0.021681351489113813,0.9463821937425666,0.16533129848658273,0.36383991043940667,0.9592924086513711,0.04070759134862892,0.6615661595453889,0.2273522210563134,0.7289557001982636,0.13829232256259644,3.171346153846154,-3.171346153846154,3.0,6.75,0.26461538461538464,0.37538461538461537,0.5807692307692308,0.13657990484186958,0.916623540911966,0.959665418227216,2000,0.13781042893478013,0.20175178147268408,2000,0.3208513901936316,0.4031960663798402,2000,0.19534727471235408,0.2606639553579873,2000,0.030464720380110274,0.06377369365590471,2000,2.9830794309425017,3.3246951219512195,2000,-3.3246951219512195,-2.983079430942502,2000,0.13299581420990866,0.1406855439642325,2000
persistence,9,520,360,2482,961,78909,82712,1321,0.015971080375278075,0.9583736338137151,0.1266713581984518,0.27252081756245267,0.9695052278507452,0.03049477214925483,0.621013022706599,0.17295219793418207,0.6737213206135324,0.0874385021843719,2.6625,-2.6625,2.25,6.0,0.3111111111111111,0.4388888888888889,0.6638888888888889,0.11960635881907646,0.8935609532538955,0.9919225863918861,2000,0.0,0.21674876847290642,2000,0.19718309859154928,0.36006546644844517,1930,0.0,0.27060270602706027,2000,0.008077413608113853,0.07691388988415145,2000,2.030357142857143,3.0647727272727274,1930,-3.0647727272727274,-2.030357142857143,1930,0.11126760563380282,0.12929623567921442,1930
history_mean,3,400,452,9469,490,218729,229140,942,0.004111023828227285,0.9565374879986035,0.04555992339481907,0.47983014861995754,0.9585053330879324,0.04149466691206759,0.719167740853945,0.08321826383135414,0.8088684331365008,0.03244849615542947,1.0254424778761062,-1.0254424778761062,0.75,2.25,0.5508849557522124,0.7809734513274337,1.0,0.3747346072186836,0.9421515764075314,0.9737337462209031,2000,0.03830758167580507,0.05397427788319629,2000,0.40804020100502514,0.5679172056921087,2000,0.0702707949141027,0.09779390698118613,2000,0.024950052885180398,0.05535135224167226,2000,0.995049504950495,1.0642382140553326,2000,-1.0642382140553326,-0.995049504950495,2000,0.3185929648241206,0.44221672697573644,2000
history_mean,3,450,556,12255,604,99478,112893,1160,0.010275216355309895,0.8860956835233362,0.043400202950589335,0.4793103448275862,0.8903188851995382,0.10968111480046182,0.6848146150135622,0.07959344356166345,0.7762517718501958,0.041964321971987725,1.0049460431654675,-1.0049460431654675,0.75,2.25,0.5575539568345323,0.7931654676258992,1.0,0.38017241379310346,0.848108257387462,0.9266168522001389,2000,0.025299515676777976,0.08102456874019864,2000,0.33866891322662174,0.6102125307637758,2000,0.047413298836792295,0.1401102614904093,2000,0.07024437766928196,0.14788894394110985,2000,0.968816067653277,1.0283385093167703,2000,-1.0283385093167703,-0.968816067653277,2000,0.2743280815569972,0.486040575058033,2000
history_mean,3,500,323,7303,571,183762,191959,894,0.004657244515755969,0.9589808240301314,0.042355100970364545,0.36129753914988816,0.9617774055949546,0.038222594405045406,0.6615374723724214,0.07582159624413146,0.7989478966099066,0.03668272830631836,0.9729102167182663,-0.9729102167182663,0.75,2.25,0.5696594427244582,0.7863777089783281,1.0,0.2841163310961969,0.9265535487820877,0.9778465068328567,2000,0.029266161910308678,0.05602314012567522,2000,0.2985685071574642,0.4506024096385542,2000,0.054253626724501534,0.09712849014159058,2000,0.020713859420493363,0.06873319324644027,2000,0.8785684688239936,1.0517045454545455,2000,-1.0517045454545455,-0.8785684688239936,2000,0.2359042624042624,0.3493740494142267,2000
history_mean,3,510,448,7330,567,156451,164796,1015,0.006159130075972718,0.9520801475763975,0.05759835433273335,0.4413793103448276,0.955245113902101,0.04475488609789902,0.6983122121234643,0.10189923803025133,0.8237968892919395,0.042544987770973056,1.0345982142857142,-1.0345982142857142,0.75,2.25,0.5357142857142857,0.7790178571428571,1.0,0.3438423645320197,0.9282074008420119,0.9636974789915966,2000,0.04571715649334338,0.07240017551557701,2000,0.3612204724409449,0.511864406779661,2000,0.0821337849280271,0.1240337052150885,2000,0.03372014444702553,0.0667171447746554,2000,0.9706937799043063,1.0982721382289418,2000,-1.0982721382289418,-0.9706937799043063,2000,0.2852822580645161,0.40280777537796975,2000
history_mean,3,520,114,2337,275,79986,82712,389,0.004703066060547442,0.9684205435728794,0.046511627906976744,0.2930591259640103,0.9716118217266134,0.02838817827338654,0.6323354738453119,0.08028169014084507,0.7556717384500273,0.030472637226665086,0.9671052631578947,-0.9671052631578947,0.75,2.25,0.5789473684210527,0.7807017543859649,1.0,0.22879177377892032,0.9153299725022914,0.9989473044921756,2000,0.0,0.06994328922495274,2000,0.18433179723502305,0.43023255813953487,1930,0.0,0.12032520325203253,2000,0.0010526955078243617,0.07546841464122049,2000,0.8625,1.0236486486486487,1930,-1.0236486486486487,-0.8625,1930,0.14746543778801843,0.3313953488372093,1930
history_mean,6,400,813,10911,1163,216253,229140,1976,0.008623548922056384,0.947307323033953,0.06934493346980553,0.41143724696356276,0.9519686217886637,0.0480313782113363,0.6817029343761132,0.11868613138686131,0.7363232304139968,0.046797949151502476,2.2785977859778597,-2.2785977859778597,2.25,4.5,0.3210332103321033,0.4612546125461255,0.7023370233702337,0.18977732793522267,0.9316057487045512,0.9657995942649867,2000,0.056194458964976476,0.08560275118505438,2000,0.34849210148396365,0.4867197875166003,2000,0.09803176533171214,0.14379326137635634,2000,0.031197358139388776,0.06232263364670612,2000,2.1896062114918924,2.4013636363636364,2000,-2.4013636363636364,-2.1896062114918924,2000,0.16175298804780877,0.22266560255387072,2000
history_mean,6,450,1028,12625,1436,97804,112893,2464,0.02182597680989964,0.8754484334724031,0.07529480700212407,0.4172077922077922,0.8856731474522092,0.11432685254779089,0.6514404698300007,0.12756716510516847,0.711530550334216,0.06684939790856602,2.312743190661479,-2.312743190661479,2.25,4.5,0.31906614785992216,0.45428015564202334,0.6896887159533074,0.18952922077922077,0.8349947884651362,0.9186345765623777,2000,0.046541021409467864,0.13387978142076504,2000,0.2969111969111969,0.5308431324110672,2000,0.08128636515948544,0.2107811190764361,2000,0.07214321203175617,0.15528221551002583,2000,2.1931202600216686,2.4204885343968097,2000,-2.4204885343968097,-2.1931202600216686,2000,0.14009661835748793,0.23736518382613186,2000
history_mean,6,500,607,7813,1394,182145,191959,2001,0.01042410097989675,0.952036632822634,0.07209026128266033,0.30334832583708143,0.9588698554417292,0.04113014455827078,0.6311090906394053,0.1164955378562518,0.7238125322939557,0.04696145573359406,2.261120263591433,-2.261120263591433,2.25,4.5,0.3311367380560132,0.45799011532125206,0.700164744645799,0.13893053473263367,0.9176032419352488,0.9720468462501778,2000,0.048439769175997564,0.09079969749790748,2000,0.2451569427765606,0.3830793483972675,2000,0.0830649412558601,0.14433352587435805,2000,0.02442313322273578,0.07096367212141452,2000,2.060747663551402,2.4042056074766354,2000,-2.4042056074766354,-2.060747663551402,2000,0.11757624398073836,0.16675517790759425,2000
history_mean,6,510,803,7499,1460,155034,164796,2263,0.013732129420617006,0.9456358164033107,0.09672368104071308,0.3548387096774194,0.9538616773209133,0.046138322679086706,0.6543501934991663,0.15201135825840037,0.7537407794753854,0.06332605080382432,2.2612079701120797,-2.2612079701120797,2.25,4.5,0.3175591531755915,0.45454545454545453,0.709838107098381,0.16129032258064516,0.920128176720244,0.9582221737573956,2000,0.07764673371880682,0.12053444854566853,2000,0.2838986871995351,0.41631104788999523,2000,0.12186447023586672,0.18149466192170818,2000,0.03525179473826844,0.0678277818822013,2000,2.115996618333982,2.3772906908665106,2000,-2.3772906908665106,-2.1159966183339822,2000,0.1373224278949634,0.18476791347453808,2000
history_mean,6,520,221,2389,630,79472,82712,851,0.010288712641454686,0.9634998549182706,0.08467432950191571,0.2596944770857814,0.9708163838702191,0.02918361612978097,0.6152554304780002,0.12770875469517481,0.6790977227727648,0.04487393056701161,2.175339366515837,-2.175339366515837,2.25,4.5,0.334841628959276,0.47058823529411764,0.7239819004524887,0.12220916568742655,0.9036434463794684,0.9978541206955888,2000,0.0,0.1273209549071618,2000,0.16630669546436286,0.3711340206185567,1930,0.0,0.18959842001316657,2000,0.002145879304411199,0.07626669805213912,2000,1.8311688311688312,2.359375,1930,-2.359375,-1.8311688311688312,1930,0.09287257019438445,0.15721649484536082,1930
history_mean,9,400,1084,10640,1972,215444,229140,3056,0.013336824648686393,0.9449594134590207,0.09245991129307404,0.35471204188481675,0.9529378461102953,0.04706215388970471,0.6538249439975561,0.14668470906630582,0.6901951653793877,0.05795305444962959,3.4690959409594098,-3.4690959409594098,3.0,7.5,0.24077490774907748,0.3459409594095941,0.5267527675276753,0.12270942408376963,0.9287759206405032,0.9647780883855036,2000,0.07423171873669873,0.11647918720521212,2000,0.29534662867996203,0.42126379137412234,2000,0.12174154297825547,0.17894502559537057,2000,0.03052019388651103,0.06137642033606734,2000,3.3208722741433023,3.644646924829157,2000,-3.644646924829157,-3.3208722741433023,2000,0.10485686715985848,0.14224872231686542,2000
history_mean,9,450,1380,12273,2429,96811,112893,3809,0.033739913014978785,0.869770490641581,0.1010766864425401,0.3622998162247309,0.887490374390378,0.11250962560962194,0.6248950953075545,0.15805749627763144,0.6694438760809975,0.08326415684304175,3.5358695652173915,-3.5358695652173915,3.0,7.5,0.23768115942028986,0.3384057971014493,0.513768115942029,0.12260435809923864,0.8283385508131633,0.9134115856745169,2000,0.062496714478438346,0.18127002072734125,2000,0.2532877432930037,0.46529840669727246,2000,0.10172917134516056,0.2565986394557823,2000,0.06896315095925624,0.1543644547538177,2000,3.4085510688836105,3.6268939393939394,2000,-3.6268939393939394,-3.4085510688836105,2000,0.09105834700087301,0.15366493432312753,2000
history_mean,9,500,784,7636,2387,181152,191959,3171,0.016519152527362614,0.9477857250767091,0.09311163895486936,0.24724061810154527,0.9595525139309702,0.040447486069029814,0.6033965660162577,0.1352773703735657,0.6780570475929487,0.05579541710346812,3.349170918367347,-3.349170918367347,3.0,7.5,0.25637755102040816,0.35459183673469385,0.5420918367346939,0.08766950488804794,0.9102928528738649,0.9697036640854514,2000,0.0627276363913441,0.11748703992853726,2000,0.20054621580442727,0.30850732526540264,2000,0.09737736765420107,0.16573138795361017,2000,0.023897845627050933,0.07012661646013982,2000,3.12639405204461,3.5237195183905707,2000,-3.523719518390571,-3.12639405204461,2000,0.07467235598902773,0.10392609699769054,2000
history_mean,9,510,1017,7285,2556,153938,164796,3573,0.021681351489113813,0.9402837447510862,0.12250060226451458,0.28463476070528965,0.9548141394217946,0.045185860578205346,0.6197244500635422,0.1712842105263158,0.7011111187319803,0.07447190393088951,3.2647492625368733,-3.2647492625368733,3.0,6.75,0.25073746312684364,0.35889872173058013,0.56047197640118,0.10215505177721802,0.9119296391620788,0.9542598654956423,2000,0.0991775581046459,0.14963144575190718,2000,0.2284931506849315,0.3320417287630402,2000,0.13891032566754127,0.19965643519052056,2000,0.034326681290460646,0.06701194712760548,2000,3.0987654320987654,3.4144144144144146,2000,-3.4144144144144146,-3.0987654320987654,2000,0.0866163732886281,0.1169971671388102,2000
history_mean,9,520,268,2342,1053,79049,82712,1321,0.015971080375278075,0.9589539607312119,0.10268199233716475,0.2028766086298259,0.9712253197527982,0.02877468024720178,0.5870509641913121,0.13635207326380056,0.6385669446905258,0.0515606929104645,3.030783582089552,-3.030783582089552,2.25,6.75,0.27611940298507465,0.3880597014925373,0.5970149253731343,0.07872823618470856,0.8905247479376719,0.9978541206955888,2000,0.0,0.16091954022988506,2000,0.12112676056338029,0.2978723404255319,1930,0.0,0.208955223880597,2000,0.002145879304411199,0.0768541741311358,2000,2.380813953488372,3.337912087912088,1930,-3.337912087912088,-2.380813953488372,1930,0.06056338028169014,0.09983633387888707,1930
linear_trend,3,400,274,1233,668,226965,229140,942,0.004111023828227285,0.9917037618922929,0.18181818181818182,0.2908704883227176,0.9945967975179449,0.0054032024820550575,0.6427336429203313,0.22376480195998366,0.875756666804179,0.10192165640839142,0.8978102189781022,-0.13686131386861314,0.75,2.25,0.6277372262773723,0.864963503649635,1.0,0.2515923566878981,0.9875550166380496,0.9955480195786907,2000,0.12694610778443113,0.31487336782458725,2000,0.281309514558464,0.3048401747948835,2000,0.17766917306874405,0.29973614775725593,2000,0.00232496720367492,0.008949295080213407,2000,0.8318661971830986,0.972877358490566,2000,-0.2694805194805195,-0.02000970098151118,2000,0.24321503131524008,0.2588357588357588,2000
linear_trend,3,450,346,1496,814,110237,112893,1160,0.010275216355309895,0.979538146740719,0.18783930510314875,0.2982758620689655,0.9866109385767857,0.01338906142321427,0.6424434003228756,0.23051299133910727,0.8387322132164207,0.14989448454741838,0.8605491329479769,-0.2536127167630058,0.75,2.25,0.6473988439306358,0.8410404624277457,1.0,0.2508620689655172,0.9753860164755558,0.9827886751973028,2000,0.12603941758098625,0.2679355783308931,2000,0.2508650519031142,0.3491552695092518,2000,0.17212490479817213,0.2911242603550296,2000,0.00945635419720281,0.018145621020504814,2000,0.7901674846263008,0.9477471107866056,2000,-0.3793103448275862,-0.09310344827586207,2000,0.21107266435986158,0.29847144006436044,2000
linear_trend,3,500,294,885,600,190180,191959,894,0.004657244515755969,0.9922639730359087,0.24936386768447838,0.3288590604026846,0.995368068458378,0.004631931541621961,0.6621135644305313,0.28364688856729375,0.8552377990061713,0.18634320652393685,0.826530612244898,-0.17346938775510204,0.75,2.0249999999999915,0.6632653061224489,0.8979591836734694,1.0,0.2953020134228188,0.9857873791927232,0.9962813975370935,2000,0.2016188373804268,0.31349455449177965,2000,0.30144927536231886,0.34863387978142074,2000,0.2454160789844852,0.3221850613154961,2000,0.0021143801382839706,0.008995537572256863,2000,0.7264890282131662,0.9313866362095387,2000,-0.273121387283237,-0.08396130059970064,2000,0.27169811320754716,0.31716367743572843,2000
linear_trend,3,510,344,937,671,162844,164796,1015,0.006159130075972718,0.9902424816136314,0.2685402029664325,0.3389162561576355,0.9942789456652481,0.005721054334751894,0.6665976009114418,0.29965156794425085,0.8704650385744293,0.21496613382687219,0.8481104651162791,-0.17659883720930233,0.75,2.25,0.6686046511627907,0.8837209302325582,1.0,0.2995073891625616,0.9857641758417531,0.9928576139907846,2000,0.22733516483516483,0.325044404973357,2000,0.3152664859981933,0.36950863863079125,2000,0.27377691609603166,0.32842686292548295,2000,0.004223923736118858,0.008268228977748648,2000,0.775844328216989,0.9095135467980293,2000,-0.32320441988950277,-0.043859649122807015,2000,0.2777777777777778,0.33112361649465266,2000
linear_trend,3,520,120,285,269,82038,82712,389,0.004703066060547442,0.9933020601605571,0.2962962962962963,0.30848329048843187,0.996538027039831,0.00346197296016909,0.6525106587641314,0.3022670025188917,0.8259534274781383,0.19405855000598216,0.875,-0.2125,0.75,2.25,0.65,0.8833333333333333,1.0,0.27249357326478146,0.9807049624818714,0.9998178027005689,2000,0.0,0.4225352112676056,2000,0.2764976958525346,0.3488372093023256,1930,0.0,0.3342618384401114,2000,0.00018219729943113954,0.012366928029578632,2000,0.8125,0.9375,1930,-0.3625,-0.0625,1930,0.24423963133640553,0.3081395348837209,1930
linear_trend,6,400,539,1536,1437,225628,229140,1976,0.008623548922056384,0.9870253993191935,0.2597590361445783,0.2727732793522267,0.993238365233928,0.006761634766072089,0.6330058222930773,0.2661071340409775,0.7996719112204655,0.14347388112062773,1.801948051948052,0.3715213358070501,1.5,3.75,0.38589981447124305,0.575139146567718,0.8460111317254174,0.15688259109311742,0.9821540141897802,0.9923518757683999,2000,0.19493441881501583,0.38196834136269786,2000,0.25449294574007164,0.2920469361147327,2000,0.2283189919986313,0.3140047229204405,2000,0.003459387538720609,0.01047595441089125,2000,1.7278645833333333,1.8895412912102736,2000,0.19961977186311788,0.4876162906538332,2000,0.14275037369207771,0.17144346013548722,2000
linear_trend,6,450,645,1820,1819,108609,112893,2464,0.02182597680989964,0.9677659376577822,0.2616632860040568,0.2617694805194805,0.9835188220485561,0.016481177951443913,0.6226441512840183,0.26171637248934876,0.7666943831248214,0.18847382125091916,1.844186046511628,0.0,1.5,3.75,0.3922480620155039,0.5782945736434109,0.8108527131782945,0.15137987012987014,0.964105018439497,0.971214957491421,2000,0.1984848484848485,0.34806542630461446,2000,0.21834754509654472,0.3050716221447929,2000,0.2211764705882353,0.31239731618639754,2000,0.012251415566180587,0.02145993167767938,2000,1.7837982736635285,1.895022283141387,2000,-0.34343112244897955,0.46599226431463164,2000,0.1292887029288703,0.17486994797919167,2000
linear_trend,6,500,567,1209,1434,188749,191959,2001,0.01042410097989675,0.9862314348376476,0.31925675675675674,0.28335832083958024,0.9936354352014656,0.006364564798534413,0.6384968780205229,0.30023828435266087,0.7669879105130996,0.21578690183608415,1.7103174603174602,-0.006613756613756613,1.5,3.75,0.4021164021164021,0.5784832451499118,0.8765432098765432,0.16391804097951024,0.9768224952989023,0.9924686825871399,2000,0.24587706146926536,0.37425742574257426,2000,0.26475402176164875,0.30048394192696876,2000,0.2586477987421384,0.3271524387702345,2000,0.003838203653056825,0.010375153066904152,2000,1.576782449725777,1.8274647887323943,2000,-0.16261061946902655,0.16333333333333333,2000,0.1466189087519611,0.18535320803629293,2000
linear_trend,6,510,668,1214,1595,161319,164796,2263,0.013732129420617006,0.9829546833661011,0.35494155154091395,0.2951833848873177,0.9925307476020254,0.007469252397974565,0.6438570662446715,0.3223160434258142,0.7877705131672652,0.23173302922539918,1.6740269461077844,0.30202095808383234,1.5,3.75,0.4101796407185629,0.6317365269461078,0.8682634730538922,0.1864781263809103,0.9750489500440102,0.987245402889819,2000,0.3173168411037108,0.4091743119266055,2000,0.2692793931731985,0.3243107769423559,2000,0.3060903510671206,0.337967401725791,2000,0.005989826478706524,0.010030533915475273,2000,1.5729166666666667,1.7708333333333333,2000,0.14852267011157855,0.48409090909090907,2000,0.16791054941313852,0.20537177780178897,2000
linear_trend,6,520,204,423,647,81438,82712,851,0.010288712641454686,0.9870635457974659,0.3253588516746411,0.23971797884841364,0.9948327042181259,0.005167295781874153,0.6172753415332698,0.27604871447902574,0.7359911245612512,0.18804058771693322,1.6470588235294117,0.4338235294117647,1.5,3.75,0.44607843137254904,0.6274509803921569,0.8676470588235294,0.15041128084606345,0.9677785484582887,0.9983602243051197,2000,0.0,0.4630541871921182,2000,0.20302375809935205,0.28350515463917525,1930,0.0,0.3009575923392613,2000,0.001639775694880256,0.015060435653803892,2000,1.5886363636363636,1.7154255319148937,1930,-0.12954545454545455,1.0930851063829787,1930,0.12095032397408208,0.18556701030927836,1930
linear_trend,9,400,760,2169,2296,223915,229140,3056,0.013336824648686393,0.9805140961857379,0.2594742232843974,0.2486910994764398,0.9904062206967322,0.009593779303267812,0.619548660086586,0.25396825396825395,0.7381593956043396,0.15405512948501143,2.6881578947368423,1.0164473684210527,2.25,6.0,0.2657894736842105,0.4105263157894737,0.6631578947368421,0.10209424083769633,0.9747399960917993,0.987705624990199,2000,0.2040241448692153,0.33420593368237345,2000,0.23308668076109937,0.27024128686327076,2000,0.22870792048432928,0.27994509595802697,2000,0.006061769827311568,0.013472701784756654,2000,2.528359670217963,2.854299363057325,2000,0.6906201923076923,1.2672077922077922,2000,0.09291524236095479,0.11127117940169001,2000
linear_trend,9,450,932,2362,2877,106722,112893,3809,0.033739913014978785,0.9535932254435616,0.2829386763812993,0.24468364400105014,0.9783469619742584,0.02165303802574163,0.6115153029876543,0.2624243277488385,0.7078648815431365,0.19567367684473375,2.672478540772532,0.5415772532188842,2.25,6.0,0.2778969957081545,0.44742489270386265,0.6652360515021459,0.10947755316355999,0.9496082834759055,0.9577521408363104,2000,0.2155984919886899,0.3715415019762846,2000,0.2062992125984252,0.2866539970021767,2000,0.2210852295677932,0.3126398210290828,2000,0.016717536071032185,0.027386273445006055,2000,2.5614478114478114,2.738612636613677,2000,0.1029012900767737,1.1084229390681004,2000,0.09303461725285846,0.1260548523206751,2000
linear_trend,9,500,791,2067,2380,186721,191959,3171,0.016519152527362614,0.9768335946738627,0.27676696990902727,0.24944812362030905,0.9890512108820476,0.010948789117952412,0.6192496672511784,0.26239840769613537,0.6984926125415116,0.18854793620260055,2.513590391908976,0.79551201011378,2.25,5.25,0.2970922882427307,0.4563843236409608,0.706700379266751,0.11384421318196153,0.964286234894535,0.9852485418848057,2000,0.18091980235651844,0.33559928443649373,2000,0.226150563852484,0.2754955473010693,2000,0.20728166182711638,0.2893742512656027,2000,0.008645017989852658,0.014801428195147648,2000,2.2898622047244093,2.7223360655737703,2000,0.400525344983884,1.174641148325359,2000,0.09593679458239278,0.1352778374701903,2000
linear_trend,9,510,936,1972,2637,159251,164796,3573,0.021681351489113813,0.9720320881574795,0.3218707015130674,0.2619647355163728,0.9877684945696333,0.012231505430366635,0.6248666150430031,0.2888443141490511,0.7263302578230831,0.21837850628175226,2.5136217948717947,0.7748397435897436,2.25,5.25,0.30235042735042733,0.44871794871794873,0.7061965811965812,0.11754827875734676,0.9608199022851439,0.9776349140065842,2000,0.2798944661486912,0.3803441607868875,2000,0.23335054207537428,0.29269746646795824,2000,0.2727131542164932,0.3046660938128161,2000,0.010945379159754203,0.014532518402179877,2000,2.383244680851064,2.6144708423326133,2000,0.537839248434238,1.0694117647058823,2000,0.09931686810299527,0.1355111917725348,2000
linear_trend,9,520,265,776,1056,80615,82712,1321,0.015971080375278075,0.9778508559822033,0.25456292026897215,0.20060560181680545,0.9904657763143345,0.009534223685665491,0.59553568906557,0.2243861134631668,0.6721742795924657,0.1488535982741362,2.4424528301886794,1.3839622641509435,2.25,5.25,0.3018867924528302,0.4716981132075472,0.7056603773584905,0.09462528387585163,0.9513840721356959,0.9938862683968662,2000,0.0,0.41580756013745707,2000,0.1704225352112676,0.23567921440261866,1930,0.0,0.2719546742209632,2000,0.006113731603133794,0.01993704092339979,2000,2.234375,2.690082644628099,1930,0.6614583333333334,2.243801652892562,1930,0.06901408450704226,0.12438625204582651,1930
observed_future,3,400,676,668,266,227530,229140,942,0.004111023828227285,0.9959238893253033,0.5029761904761905,0.7176220806794055,0.9970727175523011,0.002927282447698928,0.8573473991158533,0.5914260717410323,0.9963868212260784,0.5516411012075306,0.33838757396449703,0.20525147928994084,0.0,0.75,0.9023668639053254,0.9718934911242604,1.0,0.697452229299363,0.9928865974610197,0.9985098248985075,2000,0.351555929352397,0.8352017937219731,2000,0.6473265073947668,0.7855329949238579,2000,0.4601941747572815,0.789622813990461,2000,0.000581144427209524,0.005742326615921866,2000,0.26702786377708976,0.41987458572793956,2000,0.14199655765920827,0.2611136023916293,2000,0.6188850967007964,0.7693522906793049,2000
observed_future,3,450,855,445,305,111288,112893,1160,0.010275216355309895,0.9933565411495842,0.6576923076923077,0.7370689655172413,0.9960172912210359,0.003982708778964138,0.8665431283691386,0.6951219512195121,0.9910863551872583,0.7766979278534805,0.3719298245614035,0.16140350877192983,0.0,1.5,0.8888888888888888,0.9730994152046784,1.0,0.7172413793103448,0.9918420878553732,0.9948785706993177,2000,0.5406026381231446,0.7848432055749129,2000,0.6986547085201794,0.7810158201498751,2000,0.6150101419878297,0.7731788079470199,2000,0.002448303912318494,0.005680209513023783,2000,0.32782515991471217,0.4251968503937008,2000,0.11114160263446762,0.22268408551068883,2000,0.6769953051643193,0.7611301369863014,2000
