arm,representation,readout,horizon_ps,nll,rows,events,n,sources,prevalence,log_loss,brier,average_precision,threshold,recall,false_positive_rate,precision,missed,detected_timing_mae_ps,timed_within_3ps_recall
D-physical-distance,exported,mlp,3.0,,,3,643,15,0.004964157706093189,0.03777684959923617,0.005101043691262699,0.005124314402587477,0.017706086859107018,0.0,0.05098320595167889,0.0,3,,0.0
D-physical-distance,exported,mlp,6.0,,,7,643,15,0.012423636212083323,0.07234729562956058,0.012505367488403363,0.012901697111149642,0.027827786281704903,0.0,0.035672200202868876,0.0,7,,0.0
D-physical-distance,exported,mlp,9.0,,,13,643,15,0.02264552139352361,0.11131276501075137,0.0223250208443361,0.026304939434117915,0.03656567633152008,0.0,0.04056290297282892,0.0,13,,0.0
D-physical-distance,exported,mlp,12.0,,,18,643,15,0.032479084681539046,0.1450588675341865,0.0315630354345234,0.05065020253009523,0.0443454273045063,0.03207192188081411,0.046356029482810576,0.02269817214737308,17,4.77668454802548,0.0
D-physical-distance,initial_exported,linear,all,0.2066430371751288,643,18,,,,,,,,,,,,,
D-physical-distance,initial_exported,linear,0.75,,,0,643,15,0.0,0.005928190149063131,0.0003409455752755676,,0.01607539877295494,,0.07326801042617741,0.0,0,,
D-physical-distance,initial_exported,linear,3.0,,,3,643,15,0.004964157706093189,0.03298591432444579,0.006165160708574406,0.06336925444472762,0.07859151065349579,0.664259927797834,0.056978587201506226,0.05496438805159406,1,0.7353403045795247,0.6666666666666666
D-physical-distance,initial_exported,linear,6.0,,,7,643,15,0.012423636212083323,0.06910613143386231,0.015010668777589942,0.07018414637854767,0.11195884644985199,0.5621832132771377,0.05683085572807134,0.11067107637589273,3,1.0022277930952546,0.5714285714285714
D-physical-distance,initial_exported,linear,9.0,,,13,643,15,0.02264552139352361,0.11186990143811698,0.025068695775090424,0.07123456109064367,0.12385229766368866,0.2348231673371561,0.05742523422096332,0.08654746808367202,10,1.03894630986677,0.23076923076923078
D-physical-distance,initial_exported,linear,12.0,,,18,643,15,0.032479084681539046,0.15083090478543462,0.036674293151465316,0.09136362571845731,0.1722232848405838,0.16372669093877187,0.05790437884008297,0.08669012881892411,15,2.3210561798419147,0.1111111111111111
D-physical-distance,initial_exported,mlp,all,0.19558718377084877,643,18,,,,,,,,,,,,,
D-physical-distance,initial_exported,mlp,0.75,,,0,643,15,0.0,0.0039136541721468765,1.5256893214198593e-05,,0.003912483807653189,,0.055041274186748916,0.0,0,,
D-physical-distance,initial_exported,mlp,3.0,,,3,643,15,0.004964157706093189,0.03777278404130911,0.00510090293410609,0.004425389632427961,0.017704753205180168,0.0,0.038725778107325734,0.0,3,,0.0
D-physical-distance,initial_exported,mlp,6.0,,,7,643,15,0.012423636212083323,0.07235059341250091,0.012505545709027573,0.009459612250856154,0.027829647064208984,0.0,0.03697517320036629,0.0,7,,0.0
D-physical-distance,initial_exported,mlp,9.0,,,13,643,15,0.02264552139352361,0.11131444897087252,0.022325139375657343,0.022662684473543346,0.03655525669455528,0.0,0.07524444427676472,0.0,13,,0.0
D-physical-distance,initial_exported,mlp,12.0,,,18,643,15,0.032479084681539046,0.1450652019222897,0.03156357183868417,0.03462202748275319,0.04433508589863777,0.03207192188081411,0.04942397106933957,0.021319244803837872,17,4.7875650006653485,0.0
