contrast,arm,representation,target,readout,reference_arm,reference_representation,reference,candidate,change_percent,ci95_lower,ci95_upper,roots,roots_improved
training,A-observed,exported,relaxed_l6,residual,A-observed,initial_exported,0.23148265681679386,0.23571134380611314,1.8267835039866842,0.9308171191397752,2.8015195916860147,15,5
descriptor_control,A-observed,exported,relaxed_l6,residual,A-observed,descriptor,0.2545809886464274,0.23571134380611314,-7.412040050846535,-10.341144703403032,-4.125492537572828,15,13
training,A-observed,exported,relaxed_radial,ridge,A-observed,initial_exported,0.5359114892301827,0.5450057772096256,1.696975743607676,0.26532796097089584,3.118542101249945,15,4
descriptor_control,A-observed,exported,relaxed_radial,ridge,A-observed,descriptor,0.5509211532967823,0.5450057772096256,-1.0737246249773236,-2.506981461763113,0.4804786261301866,15,8
training,A-observed,exported,relaxed_radial,residual,A-observed,initial_exported,0.5354309606004625,0.5450057772096256,1.7882448557747566,0.5376578114741926,3.1121275296634865,15,4
descriptor_control,A-observed,exported,relaxed_radial,residual,A-observed,descriptor,0.5509211532967823,0.5450057772096256,-1.0737246249773236,-2.506981461763113,0.4804786261301866,15,8
training,A-observed,pooled,current_order,ridge,A-observed,initial_pooled,0.42235218316212797,0.4170714429640407,-1.2503167755759326,-2.405187184141548,-0.1066591375067539,15,11
training,A-observed,pooled,current_order,residual,A-observed,initial_pooled,0.4142921579801603,0.4115200821527123,-0.6691113442655938,-2.1074166044720894,0.9083306658451107,15,7
training,A-observed,pooled,future_order_12,ridge,A-observed,initial_pooled,0.5747376714488683,0.5726964987947115,-0.3551485756990935,-0.7419339056578561,0.024968142839073316,15,9
persistence,A-observed,pooled,future_order_12,ridge,A-observed,persistence,0.8955950880579524,0.5726964987947115,-36.0540822039822,-39.54112804369394,-32.04903099439594,15,15
training,A-observed,pooled,future_order_12,residual,A-observed,initial_pooled,0.5747376714488683,0.5726964987947115,-0.3551485756990935,-0.7419339056578561,0.024968142839073316,15,9
persistence,A-observed,pooled,future_order_12,residual,A-observed,persistence,0.8955950880579524,0.5726964987947115,-36.0540822039822,-39.54112804369394,-32.04903099439594,15,15
training,A-observed,pooled,future_order_3,ridge,A-observed,initial_pooled,0.5694821204993311,0.5663382448336188,-0.5520587130910637,-0.7781039172707207,-0.3658798682651158,15,10
persistence,A-observed,pooled,future_order_3,ridge,A-observed,persistence,0.8318929066854726,0.5663382448336188,-31.921736526148347,-34.84014170758544,-28.188166408242584,15,15
training,A-observed,pooled,future_order_3,residual,A-observed,initial_pooled,0.5686715409095626,0.5663382448336188,-0.41030646130308934,-1.2222646223257807,0.26684057229109936,15,8
persistence,A-observed,pooled,future_order_3,residual,A-observed,persistence,0.8318929066854726,0.5663382448336188,-31.921736526148347,-34.84014170758544,-28.188166408242584,15,15
training,A-observed,pooled,future_order_9,ridge,A-observed,initial_pooled,0.5561327770500195,0.5527803488013382,-0.6028107651672943,-1.092426401906173,-0.20936879745426468,15,10
persistence,A-observed,pooled,future_order_9,ridge,A-observed,persistence,0.8820290234427766,0.5527803488013382,-37.32855335715595,-39.58081263380813,-34.3882388855204,15,15
training,A-observed,pooled,future_order_9,residual,A-observed,initial_pooled,0.5474979866567967,0.5544793885268312,1.2751465832167241,0.6322335910700122,1.9291900564000366,15,4
persistence,A-observed,pooled,future_order_9,residual,A-observed,persistence,0.8820290234427766,0.5544793885268312,-37.135924806355966,-39.450543450689864,-34.104973970524824,15,15
training,A-observed,pooled,observed_angular,ridge,A-observed,initial_pooled,0.9070904294856409,0.9060305081907639,-0.1168484707173012,-1.5733138893307457,1.3075725948626993,15,9
training,A-observed,pooled,observed_angular,residual,A-observed,initial_pooled,0.9172830265809321,0.9092072934899017,-0.8803970919566417,-2.4228453489428383,0.6129822154080238,15,10
training,A-observed,pooled,observed_l6,ridge,A-observed,initial_pooled,0.2667399558608256,0.2674291431626155,0.25837422802510446,-1.3369263979658939,1.8510461725493943,15,5
training,A-observed,pooled,observed_l6,residual,A-observed,initial_pooled,0.2670182166035787,0.2685060682264469,0.557209782086554,-1.0387382582679827,2.147045531983073,15,6
training,A-observed,pooled,observed_radial,ridge,A-observed,initial_pooled,0.07853471433737262,0.08581284288402216,9.26740309436138,4.846124601949533,13.855615017396024,15,2
training,A-observed,pooled,observed_radial,residual,A-observed,initial_pooled,0.07649133108904596,0.08374446966646815,9.48230142443014,5.044233774272929,14.296933802644386,15,2
training,A-observed,pooled,relaxed_angular,ridge,A-observed,initial_pooled,0.8247221636792494,0.8326554809699627,0.9619381702222096,-0.5138679522602704,2.4139338792977725,15,6
training,A-observed,pooled,relaxed_angular,residual,A-observed,initial_pooled,0.826000999084226,0.8326554809699627,0.805626372500079,-0.6170326329387704,2.195627314760771,15,7
training,A-observed,pooled,relaxed_l6,ridge,A-observed,initial_pooled,0.23137081343648389,0.2326162643892863,0.5382921615324276,-0.393528012306657,1.594623721083913,15,5
training,A-observed,pooled,relaxed_l6,residual,A-observed,initial_pooled,0.23118602362117427,0.2325648097982126,0.596396856281256,-0.6358394168570652,1.9302802917620177,15,7
training,A-observed,pooled,relaxed_radial,ridge,A-observed,initial_pooled,0.5311408937794753,0.5286636045518275,-0.46640905580060954,-2.250354918917202,1.2985788310542883,15,8
training,A-observed,pooled,relaxed_radial,residual,A-observed,initial_pooled,0.5301888153849016,0.5282248607683304,-0.3704255087209618,-2.0762604021274265,1.375707738208337,15,8
training,A-observed,exported,observed_angular,neighbors,A-observed,initial_exported,1.879867402712504,1.9395966450373332,3.177311454980525,0.9954427559634837,5.253939731079542,15,3
descriptor_control,A-observed,exported,observed_angular,neighbors,A-observed,descriptor,1.774357557296753,1.9395966450373332,9.312614983437918,6.478973447891681,12.4429286385487,15,2
training,A-observed,exported,relaxed_angular,neighbors,A-observed,initial_exported,1.7089775562286378,1.670251973470052,-2.2660088552622693,-4.478100593398422,-0.3065215220510625,15,10
descriptor_control,A-observed,exported,relaxed_angular,neighbors,A-observed,descriptor,1.536327107747396,1.670251973470052,8.717210354962779,6.407554675191889,11.282777628052868,15,1
training,A-observed,exported,observed_l6,neighbors,A-observed,initial_exported,0.6229521751403808,0.6518903652826945,4.645330941463133,3.103873380164197,6.291723417318873,15,3
descriptor_control,A-observed,exported,observed_l6,neighbors,A-observed,descriptor,0.639877446492513,0.6518903652826945,1.877378059819157,-0.2187552585161828,4.162748134184105,15,4
training,A-observed,exported,relaxed_l6,neighbors,A-observed,initial_exported,0.5035532931486766,0.5040670851866405,0.10203329914717507,-1.4479962832704278,1.549804831049831,15,8
descriptor_control,A-observed,exported,relaxed_l6,neighbors,A-observed,descriptor,0.4956440051396688,0.5040670851866405,1.6994213507329992,-1.4102029574260075,5.393422147380443,15,7
training,A-observed,exported,future_order_9,neighbors,A-observed,initial_exported,1.090331490834554,1.086078910032908,-0.39002641282891437,-2.598945079090691,1.6920401611653566,15,6
descriptor_control,A-observed,exported,future_order_9,neighbors,A-observed,descriptor,1.0493484258651733,1.086078910032908,3.5003134576059303,1.6175622415515245,5.78845175321118,15,5
training,A-observed,pooled,observed_angular,neighbors,A-observed,initial_pooled,1.8975529511769613,1.9313518206278484,1.7811818863828321,0.241858750657174,3.3085436287065537,15,3
training,A-observed,pooled,relaxed_angular,neighbors,A-observed,initial_pooled,1.7128634691238402,1.6801010926564535,-1.9127255066129334,-3.4594698159953094,-0.3969319860982692,15,11
training,A-observed,pooled,observed_l6,neighbors,A-observed,initial_pooled,0.6193445444107055,0.6348659773667653,2.5061063500330327,0.8563317294201828,4.1797538289838485,15,5
training,A-observed,pooled,relaxed_l6,neighbors,A-observed,initial_pooled,0.5000945448875427,0.507043965657552,1.3896213908056287,0.07394186255111346,2.6325578857690326,15,6
training,A-observed,pooled,future_order_9,neighbors,A-observed,initial_pooled,1.0841515819231669,1.0909924745559691,0.6309904211611483,-1.0421106903995634,2.4946197340585985,15,6
training,B-relaxed,exported,current_order,ridge,B-relaxed,initial_exported,0.5140656945642845,0.520950444970047,1.3392744309845384,-0.023393890075049377,2.691568190994164,15,4
descriptor_control,B-relaxed,exported,current_order,ridge,B-relaxed,descriptor,0.4839668401437322,0.520950444970047,7.6417642199063,4.00765590431802,11.464882846430662,15,3
training,B-relaxed,exported,current_order,residual,B-relaxed,initial_exported,0.5141372819729872,0.5211460367184403,1.3632068692931876,-0.15794421650638407,2.920969291316858,15,4
descriptor_control,B-relaxed,exported,current_order,residual,B-relaxed,descriptor,0.4839668401437322,0.5211460367184403,7.68217850703703,3.9623148775545354,11.534245250908677,15,3
training,B-relaxed,exported,future_order_12,ridge,B-relaxed,initial_exported,0.5649558648911689,0.5598487843074209,-0.9039786824288965,-1.5897739389180792,-0.1875631384379818,15,10
descriptor_control,B-relaxed,exported,future_order_12,ridge,B-relaxed,descriptor,0.5591164721557637,0.5598487843074209,0.13097667268391344,-2.2103584351099155,2.628594350924459,15,7
persistence,B-relaxed,exported,future_order_12,ridge,B-relaxed,persistence,0.8955950880579524,0.5598487843074209,-37.48862719631239,-40.87194119012143,-33.56403700131079,15,15
training,B-relaxed,exported,future_order_12,residual,B-relaxed,initial_exported,0.5524303647215516,0.5631862744099759,1.9470163798555484,1.029536912314325,3.009202841478061,15,2
descriptor_control,B-relaxed,exported,future_order_12,residual,B-relaxed,descriptor,0.5591164721557637,0.5631862744099759,0.7278988291152366,-1.6103893209008526,3.142636880672162,15,7
persistence,B-relaxed,exported,future_order_12,residual,B-relaxed,persistence,0.8955950880579524,0.5631862744099759,-37.115971054373055,-40.493297915609254,-33.07941468182264,15,15
training,B-relaxed,exported,future_order_3,ridge,B-relaxed,initial_exported,0.5471801521618411,0.5439466785373773,-0.5909340117123629,-1.397404605948922,0.22599972891968026,15,10
descriptor_control,B-relaxed,exported,future_order_3,ridge,B-relaxed,descriptor,0.5348496704330652,0.5439466785373773,1.700853269096414,-0.4567847815927756,4.2597750587372865,15,7
persistence,B-relaxed,exported,future_order_3,ridge,B-relaxed,persistence,0.8318929066854726,0.5439466785373773,-34.61337701452043,-37.290441014925,-31.237473954991433,15,15
training,B-relaxed,exported,future_order_3,residual,B-relaxed,initial_exported,0.5348039618494178,0.5440017728156942,1.7198472005460097,0.9735800519724414,2.425370764173082,15,2
descriptor_control,B-relaxed,exported,future_order_3,residual,B-relaxed,descriptor,0.5275333211795912,0.5440017728156942,3.121784155601537,-1.7715986301869693,9.222896612248153,15,6
persistence,B-relaxed,exported,future_order_3,residual,B-relaxed,persistence,0.8318929066854726,0.5440017728156942,-34.60675425360083,-37.31135216257865,-31.186154809191002,15,15
training,B-relaxed,exported,future_order_9,ridge,B-relaxed,initial_exported,0.542141946848708,0.5377052595737755,-0.8183626632695562,-1.2793225720359318,-0.34074311716878203,15,11
descriptor_control,B-relaxed,exported,future_order_9,ridge,B-relaxed,descriptor,0.5371651229503941,0.5377052595737755,0.10055318193680218,-1.6971673529731939,2.357636382753059,15,9
persistence,B-relaxed,exported,future_order_9,ridge,B-relaxed,persistence,0.8820290234427766,0.5377052595737755,-39.03769090556914,-41.03647302116289,-36.33523125807127,15,15
training,B-relaxed,exported,future_order_9,residual,B-relaxed,initial_exported,0.5380343927834771,0.5376655399964334,-0.0685556150296418,-0.48417062906501274,0.39646885297075185,15,9
descriptor_control,B-relaxed,exported,future_order_9,residual,B-relaxed,descriptor,0.5371651229503941,0.5376655399964334,0.09315888628262936,-1.7785549665839486,2.420971609141365,15,9
persistence,B-relaxed,exported,future_order_9,residual,B-relaxed,persistence,0.8820290234427766,0.5376655399964334,-39.04219411082502,-41.04910422983483,-36.312815774414574,15,15
training,B-relaxed,exported,hazard,linear,B-relaxed,initial_exported,0.20664286017417907,0.22201064216593902,7.436880218753483,-0.2929647601841667,14.043655924373166,15,4
descriptor_control,B-relaxed,exported,hazard,linear,B-relaxed,descriptor,0.2155982290705045,0.22201064216593902,2.9742420070331566,-2.017890302913707,9.500566162563038,15,9
training,B-relaxed,exported,hazard,mlp,B-relaxed,initial_exported,0.1955871803065141,0.1955853002766768,-0.0009612234474376535,-0.020797594881789283,0.021043555472846642,15,6
descriptor_control,B-relaxed,exported,hazard,mlp,B-relaxed,descriptor,0.22701938059180976,0.1955853002766768,-13.846430306165235,-21.49309670167584,-0.8879449172208602,15,8
training,B-relaxed,exported,observed_angular,ridge,B-relaxed,initial_exported,0.9561412049760438,0.9532787220202456,-0.299378683912066,-0.9929165912676768,0.4608829917159157,15,10
descriptor_control,B-relaxed,exported,observed_angular,ridge,B-relaxed,descriptor,0.9258579065954596,0.9532787220202456,2.961665632431343,0.8684966907105801,5.168872826924609,15,5
training,B-relaxed,exported,observed_angular,residual,B-relaxed,initial_exported,0.9567454436460388,0.9594431690683299,0.28196898560712835,-0.5087016402103064,1.1562440962649696,15,6
descriptor_control,B-relaxed,exported,observed_angular,residual,B-relaxed,descriptor,0.9258579065954596,0.9594431690683299,3.6274748245515465,1.397309947467169,6.114640960010553,15,5
training,B-relaxed,exported,observed_l6,ridge,B-relaxed,initial_exported,0.3387830752503226,0.344106685743089,1.571392103585123,0.08130431036570854,3.052859141642098,15,5
descriptor_control,B-relaxed,exported,observed_l6,ridge,B-relaxed,descriptor,0.34634253332488496,0.344106685743089,-0.6455596314815404,-2.4664653534090393,1.3093201221205326,15,8
training,B-relaxed,exported,observed_l6,residual,B-relaxed,initial_exported,0.35283370967498534,0.346561275358698,-1.7777310229414311,-3.9584085030284477,0.23422596779525498,15,10
descriptor_control,B-relaxed,exported,observed_l6,residual,B-relaxed,descriptor,0.34634253332488496,0.346561275358698,0.06315771606597576,-2.0522815203610896,2.259753970509163,15,7
training,B-relaxed,exported,observed_radial,ridge,B-relaxed,initial_exported,0.639001402025889,0.6491422784504967,1.5869881337438496,0.8378792344302738,2.3800866639219396,15,3
descriptor_control,B-relaxed,exported,observed_radial,ridge,B-relaxed,descriptor,0.6275038907211129,0.6491422784504967,3.448327261288764,2.147699968277105,4.670773989091235,15,1
training,B-relaxed,exported,observed_radial,residual,B-relaxed,initial_exported,0.639001402025889,0.6491422784504967,1.5869881337438496,0.8378792344302738,2.3800866639219396,15,3
descriptor_control,B-relaxed,exported,observed_radial,residual,B-relaxed,descriptor,0.6275038907211129,0.6491422784504967,3.448327261288764,2.147699968277105,4.670773989091235,15,1
training,B-relaxed,exported,relaxed_angular,ridge,B-relaxed,initial_exported,0.7333748379715741,0.7506607084701451,2.3570307574747984,0.8019752070126224,3.962919448917757,15,5
descriptor_control,B-relaxed,exported,relaxed_angular,ridge,B-relaxed,descriptor,0.5830301947622759,0.7506607084701451,28.751600725622573,22.58272514020517,37.18831275385453,15,0
training,B-relaxed,exported,relaxed_angular,residual,B-relaxed,initial_exported,0.7396735102613982,0.7564698855407782,2.2707823176531416,0.7467230811543274,3.904021124835164,15,4
descriptor_control,B-relaxed,exported,relaxed_angular,residual,B-relaxed,descriptor,0.5830301947622759,0.7564698855407782,29.74797743523736,23.497803697666765,38.133941745105254,15,0
training,B-relaxed,exported,relaxed_l6,ridge,B-relaxed,initial_exported,0.1628078885808148,0.1734797688994943,6.554891419393449,3.257230029952771,9.921055496398656,15,3
descriptor_control,B-relaxed,exported,relaxed_l6,ridge,B-relaxed,descriptor,0.18061661759196462,0.1734797688994943,-3.951379882771011,-7.549322682650945,-0.2611288763860634,15,9
training,B-relaxed,exported,relaxed_l6,residual,B-relaxed,initial_exported,0.1630551178626911,0.1737750841125403,6.5744432866415625,3.2375836827689697,9.914452889349949,15,3
descriptor_control,B-relaxed,exported,relaxed_l6,residual,B-relaxed,descriptor,0.1757259239656727,0.1737750841125403,-1.1101605324399744,-5.303982671359325,3.4731652294785897,15,7
training,B-relaxed,exported,relaxed_radial,ridge,B-relaxed,initial_exported,0.04660074667396506,0.07267662821237493,55.95593075116532,51.40828567718632,60.51350382578326,15,0
descriptor_control,B-relaxed,exported,relaxed_radial,ridge,B-relaxed,descriptor,2.1273241164113457e-13,0.07267662821237493,34163401642229.695,31380892775319.414,37399278362769.94,15,0
training,B-relaxed,exported,relaxed_radial,residual,B-relaxed,initial_exported,0.04665469239013241,0.07267662821237493,55.77560260100702,51.21625757512042,60.343460037329436,15,0
descriptor_control,B-relaxed,exported,relaxed_radial,residual,B-relaxed,descriptor,2.1273241164113457e-13,0.07267662821237493,34163401642229.695,31380892775319.414,37399278362769.94,15,0
training,B-relaxed,pooled,current_order,ridge,B-relaxed,initial_pooled,0.5173769565181507,0.5182677775779172,0.1721802736947442,-0.6736206559801874,1.0526245964803458,15,6
training,B-relaxed,pooled,current_order,residual,B-relaxed,initial_pooled,0.5282390406691467,0.519238132276697,-1.7039460735518208,-3.246287083822021,0.16997666541322354,15,9
training,B-relaxed,pooled,future_order_12,ridge,B-relaxed,initial_pooled,0.5647379576996808,0.5665164457483656,0.3149227043156344,-0.06901110474712285,0.7383073454351528,15,6
persistence,B-relaxed,pooled,future_order_12,ridge,B-relaxed,persistence,0.8955950880579524,0.5665164457483656,-36.744132108090874,-40.301664993969894,-32.70361676517297,15,15
training,B-relaxed,pooled,future_order_12,residual,B-relaxed,initial_pooled,0.5580307652496774,0.5575416654606051,-0.08764745951838071,-0.5894502226151063,0.404254214788553,15,8
persistence,B-relaxed,pooled,future_order_12,residual,B-relaxed,persistence,0.8955950880579524,0.5575416654606051,-37.74623455454598,-41.154786115887475,-33.93075196799141,15,15
training,B-relaxed,pooled,future_order_3,ridge,B-relaxed,initial_pooled,0.5468926646244087,0.5490883513122004,0.40148402599249344,-0.011351841129083329,0.79827435046739,15,3
persistence,B-relaxed,pooled,future_order_3,ridge,B-relaxed,persistence,0.8318929066854726,0.5490883513122004,-33.99530794174649,-36.95131078602653,-30.290997264825616,15,15
training,B-relaxed,pooled,future_order_3,residual,B-relaxed,initial_pooled,0.5405617992457787,0.5442714364105409,0.6862558859945356,0.3444539678733871,0.9883829541065356,15,2
persistence,B-relaxed,pooled,future_order_3,residual,B-relaxed,persistence,0.8318929066854726,0.5442714364105409,-34.57433859135879,-37.51489574407736,-30.822782159074873,15,15
training,B-relaxed,pooled,future_order_9,ridge,B-relaxed,initial_pooled,0.5406112660896681,0.5427598844640414,0.3974423969952845,-0.3455877384032166,1.066693847712717,15,7
persistence,B-relaxed,pooled,future_order_9,ridge,B-relaxed,persistence,0.8820290234427766,0.5427598844640414,-38.46462304091583,-40.6447580306307,-35.382920440667974,15,15
training,B-relaxed,pooled,future_order_9,residual,B-relaxed,initial_pooled,0.5345923874708379,0.5335360737957494,-0.19759235257462704,-1.0325391686729106,0.753995717332322,15,7
persistence,B-relaxed,pooled,future_order_9,residual,B-relaxed,persistence,0.8820290234427766,0.5335360737957494,-39.51037215156178,-41.52232304479403,-36.72666263815837,15,15
training,B-relaxed,pooled,observed_angular,ridge,B-relaxed,initial_pooled,0.9558387032495149,0.9453676686113279,-1.095481340375648,-1.68953831669181,-0.49702557329343144,15,12
training,B-relaxed,pooled,observed_angular,residual,B-relaxed,initial_pooled,0.9512316053836289,0.949430374343478,-0.1893577789001788,-0.916172499958563,0.565131253485011,15,9
training,B-relaxed,pooled,observed_l6,ridge,B-relaxed,initial_pooled,0.33878441689515887,0.33998491378805534,0.3543542244057729,-0.5800663975954706,1.424456032445677,15,8
