arm,representation,readout,horizon_ps,nll,rows,events,n,sources,prevalence,log_loss,brier,average_precision,threshold,recall,false_positive_rate,precision,missed,detected_timing_mae_ps,timed_within_3ps_recall
D-physical-distance,exported,linear,9.0,,,13,643,15,0.02264552139352361,0.10531312441393746,0.022466913074465522,0.15203245483663452,0.16928115487098694,0.4453478789398908,0.054946743272249764,0.15810499213781307,7,1.7065000454076005,0.38461538461538464
D-physical-distance,exported,linear,12.0,,,18,643,15,0.032479084681539046,0.13240141837510627,0.030688140480932356,0.2095864326616783,0.20107756555080414,0.36905293498482394,0.054060771844383286,0.18644011677094996,12,3.434374584409451,0.1111111111111111
D-physical-distance,exported,mlp,all,0.2130436473662749,643,18,,,,,,,,,,,,,
D-physical-distance,exported,mlp,0.75,,,0,643,15,0.0,0.002911719589753531,0.00018186112100417273,,0.007635139394551516,,0.044872761917220394,0.0,0,,
D-physical-distance,exported,mlp,3.0,,,3,643,15,0.004964157706093189,0.018281133746976277,0.003455970187028725,0.7094820316738621,0.020281152799725533,1.0,0.11967176502355487,0.04002002209274234,0,0.26951333723215826,1.0
D-physical-distance,exported,mlp,6.0,,,7,643,15,0.012423636212083323,0.04682323158605181,0.01037667835264599,0.37566142624315285,0.05271145701408386,0.6869765966660771,0.08798345933915483,0.08943919834362643,2,0.8742656300713723,0.7142857142857143
D-physical-distance,exported,mlp,9.0,,,13,643,15,0.02264552139352361,0.1077628605326476,0.019942946950512488,0.2673140650653763,0.09184062480926514,0.4453478789398908,0.06591510097613845,0.13535721372675125,7,1.6326294728409507,0.38461538461538464
D-physical-distance,exported,mlp,12.0,,,18,643,15,0.032479084681539046,0.14450449159152656,0.029071439137213956,0.2667782126656701,0.12046803534030914,0.4312530259051907,0.0661883732796223,0.17946880260462536,11,3.278548513813636,0.16666666666666666
D-physical-distance,initial_exported,linear,all,0.1930726361704604,643,18,,,,,,,,,,,,,
D-physical-distance,initial_exported,linear,0.75,,,0,643,15,0.0,0.007426654603831702,0.00039912126567742104,,0.02260609343647957,,0.06104692876454583,0.0,0,,
D-physical-distance,initial_exported,linear,3.0,,,3,643,15,0.004964157706093189,0.03660404826652174,0.005952280630393081,0.07299519537559945,0.1448235958814621,0.664259927797834,0.0427113493135886,0.07200262893667947,1,0.5438630044557969,0.6666666666666666
D-physical-distance,initial_exported,linear,6.0,,,7,643,15,0.012423636212083323,0.07195805629433778,0.014874398505145625,0.07517980291695028,0.24756121635437012,0.42803032613402786,0.04350968637832485,0.11012719116197082,4,0.7103466917623714,0.42857142857142855
D-physical-distance,initial_exported,linear,9.0,,,13,643,15,0.02264552139352361,0.11499122011256696,0.02516646837044216,0.0685488077352845,0.24795562028884888,0.2348231673371561,0.04396474237712055,0.11012719116197082,10,0.7302303923115815,0.23076923076923078
D-physical-distance,initial_exported,linear,12.0,,,18,643,15,0.032479084681539046,0.14595996601679878,0.03494171246855519,0.11485255602560901,0.26063844561576843,0.21146164443579754,0.05282050657751728,0.11847028154864091,14,1.7926783546912661,0.16666666666666666
D-physical-distance,initial_exported,mlp,all,0.19559800495529914,643,18,,,,,,,,,,,,,
D-physical-distance,initial_exported,mlp,0.75,,,0,643,15,0.0,0.003913401680912204,1.5254916679774812e-05,,0.0039057543035596613,,0.0,,0,,
D-physical-distance,initial_exported,mlp,3.0,,,3,643,15,0.004964157706093189,0.03777881787235592,0.005101111639588548,0.00496415770609317,0.017676230520009998,0.0,0.0,,3,,0.0
D-physical-distance,initial_exported,mlp,6.0,,,7,643,15,0.012423636212083323,0.07235206248666551,0.012505624535516392,0.012423636212083278,0.027796829119324688,0.0,0.0,,7,,0.0
D-physical-distance,initial_exported,mlp,9.0,,,13,643,15,0.02264552139352361,0.11131956953968651,0.02232549930691915,0.022645521393523528,0.03653067722916604,0.0,0.0,,13,,0.0
D-physical-distance,initial_exported,mlp,12.0,,,18,643,15,0.032479084681539046,0.14507099669010734,0.03156406197200376,0.03247908468153893,0.04430567473173142,0.0,0.0,,18,,0.0
