source,temperature_K,frame,field,distance_lo_A,distance_hi_A,pairs,distance_mean_A,p1,p2,shuffle_p1,shuffle_p2,excess_p1,excess_p2,overlap80,valid_centers,centers
1009,520.0,512,block2_mlp_input/point_numerator,18,26,685,22.728922507895337,0.033022933606212286,-0.0061948864954656565,0.007397448505349808,-0.000883138042460233,0.025625485100862478,-0.0053117484530054325,0.0,320,320
1009,520.0,512,block2_mlp_input/point_numerator,26,40,4178,34.16572963025833,0.005471537107811844,-0.00380546520202226,0.006045516221657317,-0.001295475794821081,-0.000573979113845467,-0.0025099894072011827,0.0,320,320
1009,520.0,512,block2_mlp_input/point_numerator,40,80,29582,52.961744428511615,8.906264711293941e-05,0.0002220892855867445,0.0047937278484113275,-0.0003560325304099185,-0.004704665201298384,0.0005781218159966586,0.0,320,320
1009,520.0,512,block2_output/plane_normal,0,4,1266,3.0174990047443693,0.12939144554726115,0.046041727809968486,-0.0010298074459607648,0.0034750697254809235,0.13042125299322194,0.042566658084487556,0.682721169036335,320,320
1009,520.0,512,block2_output/plane_normal,4,8,6441,6.283174719040716,-0.02310860337124885,0.0059396066970408175,-0.002341907626761025,0.0033275502549647657,-0.020766695744487813,0.002612056442076049,0.368671401956218,320,320
1009,520.0,512,block2_output/plane_normal,8,12,6522,9.931475839559628,-0.011095022258774371,0.008350822003400591,-0.00267010010878055,0.0032198717940250345,-0.008424922149993809,0.0051309502093755555,0.11377261576203618,320,320
1009,520.0,512,block2_output/plane_normal,12,18,2284,13.326429560715592,-0.001851149165758481,0.01569909089259826,-0.0028290171368586256,0.003241713874097883,0.0009778679711001585,0.01245737701850038,0.006419658493870403,320,320
1009,520.0,512,block2_output/plane_normal,18,26,685,22.728922507895337,0.04020141310861965,0.0022993176547251148,-0.002208160081476431,0.0035879747456848666,0.0424095731900961,-0.0012886570909597546,0.0,320,320
1009,520.0,512,block2_output/plane_normal,26,40,4178,34.16572963025833,0.002444861670622333,-0.013201250109021965,-0.002417293955945881,0.0032395053387506445,0.004862155626568219,-0.016440755447772615,0.0,320,320
1009,520.0,512,block2_output/plane_normal,40,80,29582,52.961744428511615,-0.0039055512540185863,0.001111464420940841,-0.0034468133835890698,0.0033153525730701392,-0.00045873787042950703,-0.0022038881521292976,0.0,320,320
1009,520.0,512,block2_output/ideal_bivector,0,4,1249,3.0175216979725468,0.17936968132019415,0.04927159344555653,0.0001240555435214623,0.0037404432365232064,0.17924562577667266,0.045531150209033325,0.6827061649319456,318,320
1009,520.0,512,block2_output/ideal_bivector,4,8,6351,6.281705749439886,-0.023276303631631492,0.005594685400584919,-0.0021930833352808697,0.003335016363385896,-0.02108322029635064,0.0022596690371990235,0.36873917493308145,318,320
1009,520.0,512,block2_output/ideal_bivector,8,12,6421,9.928974503693723,-0.015571689761357248,0.0024486984141893257,-0.0027278138991778528,0.00311305720243791,-0.01284387586217941,-0.0006643587882485838,0.11381015418159166,318,320
