field,lag_ps,metric,sources,mean,low,high
block1/axial_bivector,6.0,coverage,10,0.9972887767969736,0.9969104665825977,0.9976670870113494
block1/axial_bivector,12.0,p1,10,0.07514616866742603,0.0605451557560769,0.08974718157877516
block1/axial_bivector,12.0,p2,10,0.012589789244632619,0.009178803384636319,0.015863137262054582
block1/axial_bivector,12.0,coverage,10,0.9972611464968152,0.9968789808917198,0.9976433121019108
block1/axial_bivector,24.0,p1,10,0.06281380318712046,0.049539290698081696,0.07613925863049929
block1/axial_bivector,24.0,p2,10,0.010065250892268007,0.007656558145145795,0.012473943639390219
block1/axial_bivector,24.0,coverage,10,0.9972366710013004,0.996814044213264,0.9976592977893368
block1/axial_bivector,48.0,p1,10,0.04705079537003244,0.03516825215992909,0.05893333858013581
block1/axial_bivector,48.0,p2,10,0.009466748707377999,0.006721437452623093,0.01226858757360846
block1/axial_bivector,48.0,coverage,10,0.9973541383989145,0.9969810040705562,0.9977611940298508
block1/axial_bivector,96.0,p1,10,0.03636963532634339,0.02302871089566396,0.049710559757022814
block1/axial_bivector,96.0,p2,10,0.00621099320427124,0.003898194096658241,0.008498215648983268
block1/axial_bivector,96.0,coverage,10,0.9972882615156017,0.9969167904903419,0.997696879643388
block1/point_numerator,0.75,p1,10,0.17219388408433245,0.15644750227597332,0.18815107749086685
block1/point_numerator,0.75,p2,10,0.05945889962436958,0.04648609943322497,0.07243169981551417
block1/point_numerator,0.75,coverage,10,0.9944999999999998,0.9940624999999998,0.9949374999999998
block1/point_numerator,1.5,p1,10,0.15884924477269052,0.1433774385906513,0.1744513437123197
block1/point_numerator,1.5,p2,10,0.051681763376341006,0.035502438763645484,0.06793289681485229
block1/point_numerator,1.5,coverage,10,0.9944931163954944,0.9940550688360451,0.9949311639549437
block1/point_numerator,3.0,p1,10,0.13884217235725502,0.12142184046457252,0.15633311758788843
block1/point_numerator,3.0,p2,10,0.05035585155638246,0.03382857900526283,0.06688573040855088
block1/point_numerator,3.0,coverage,10,0.9945106649937264,0.9941028858218317,0.9949184441656209
block1/point_numerator,6.0,p1,10,0.12157880825851382,0.10182833197379422,0.14222422530815537
block1/point_numerator,6.0,p2,10,0.04898118334166202,0.035434565652109194,0.062135411988301435
block1/point_numerator,6.0,coverage,10,0.9945145018915511,0.9941361916771754,0.994892812105927
block1/point_numerator,12.0,p1,10,0.10862105094367522,0.0928449711994411,0.1257172196263727
block1/point_numerator,12.0,p2,10,0.04269096386538891,0.02884686391817603,0.05732974939134576
block1/point_numerator,12.0,coverage,10,0.9945859872611464,0.9942356687898088,0.994936305732484
block1/point_numerator,24.0,p1,10,0.08855214147069956,0.07272362176388025,0.10444493319602743
block1/point_numerator,24.0,p2,10,0.03415084845798622,0.019960115444337158,0.048486178206042854
block1/point_numerator,24.0,coverage,10,0.9945383615084525,0.994148244473342,0.9949284785435631
block1/point_numerator,48.0,p1,10,0.07642344638523445,0.05826724871250921,0.09485611425321445
block1/point_numerator,48.0,p2,10,0.03127931332184833,0.01706363099470891,0.04612045062677182
block1/point_numerator,48.0,coverage,10,0.994640434192673,0.9942333785617368,0.9950474898236094
block1/point_numerator,96.0,p1,10,0.05788102045035628,0.03568171142065306,0.08084690151747367
block1/point_numerator,96.0,p2,10,0.026921930107016063,0.014174900346929484,0.03978927602094717
block1/point_numerator,96.0,coverage,10,0.9943536404160476,0.9938707280832094,0.9948736998514116
block2_mlp_input/ideal_bivector,0.75,p1,10,0.1696466685874879,0.15461237021566146,0.1849358281722924
block2_mlp_input/ideal_bivector,0.75,p2,10,0.058458155463706106,0.04598163189620719,0.07138067272497947
block2_mlp_input/ideal_bivector,0.75,coverage,10,0.9947499999999998,0.9941874999999998,0.9953124999999998
block2_mlp_input/ideal_bivector,1.5,p1,10,0.15603439003551398,0.14076516466921798,0.17165343968331248
block2_mlp_input/ideal_bivector,1.5,p2,10,0.05026085741797866,0.03424480859959661,0.06647088354117561
block2_mlp_input/ideal_bivector,1.5,coverage,10,0.9947434292866084,0.9941802252816021,0.9953066332916146
block2_mlp_input/ideal_bivector,3.0,p1,10,0.13585752634898007,0.11823539199619357,0.15347966070176658
block2_mlp_input/ideal_bivector,3.0,p2,10,0.04932019636656379,0.032723910829314515,0.06592873019770043
block2_mlp_input/ideal_bivector,3.0,coverage,10,0.9947616060225848,0.9941969887076535,0.9953262233375157
block2_mlp_input/ideal_bivector,6.0,p1,10,0.11871503513633222,0.09853493506774169,0.13990534661583626
block2_mlp_input/ideal_bivector,6.0,p2,10,0.047766678568002804,0.03450869469198231,0.061009920990021484
block2_mlp_input/ideal_bivector,6.0,coverage,10,0.994766708701135,0.9941992433795713,0.9953341740226987
block2_mlp_input/ideal_bivector,12.0,p1,10,0.10613976746268483,0.09021495072914701,0.12273402062836417
block2_mlp_input/ideal_bivector,12.0,p2,10,0.04151029987271891,0.027838340735141236,0.055780398076271075
block2_mlp_input/ideal_bivector,12.0,coverage,10,0.9947770700636941,0.9942356687898087,0.9953184713375796
block2_mlp_input/ideal_bivector,24.0,p1,10,0.08644921771061807,0.07110220837862247,0.1020358561960274
block2_mlp_input/ideal_bivector,24.0,p2,10,0.0334722842492178,0.019175337326706333,0.04801522232675017
block2_mlp_input/ideal_bivector,24.0,coverage,10,0.9947334200260078,0.994148244473342,0.9953185955786736
block2_mlp_input/ideal_bivector,48.0,p1,10,0.07432418967837393,0.056745230377781744,0.09213253864559426
block2_mlp_input/ideal_bivector,48.0,p2,10,0.030287366753617477,0.01628162654568033,0.04492705418745435
block2_mlp_input/ideal_bivector,48.0,coverage,10,0.9947761194029849,0.9941655359565807,0.9953867028493895
block2_mlp_input/ideal_bivector,96.0,p1,10,0.05639889967430974,0.03469865479742863,0.0791538420214178
block2_mlp_input/ideal_bivector,96.0,p2,10,0.026761761315845685,0.014130432393179276,0.03935239825282806
block2_mlp_input/ideal_bivector,96.0,coverage,10,0.9945393759286775,0.9938335809806835,0.9952451708766716
block2_mlp_input/axial_bivector,0.75,p1,10,0.12577756916380495,0.11174131293058445,0.14003689418356488
block2_mlp_input/axial_bivector,0.75,p2,10,0.022894612753672338,0.017885324641501357,0.027537315782509786
block2_mlp_input/axial_bivector,0.75,coverage,10,0.9967499999999999,0.9961874999999999,0.9973749999999999
block2_mlp_input/axial_bivector,1.5,p1,10,0.10827958862851621,0.09554900760347064,0.12130127022240429
block2_mlp_input/axial_bivector,1.5,p2,10,0.015879207433703527,0.01076337774852951,0.02139222654546947
block2_mlp_input/axial_bivector,1.5,coverage,10,0.9967459324155193,0.996182728410513,0.9973717146433042
block2_mlp_input/axial_bivector,3.0,p1,10,0.09643046316519367,0.08283671787435987,0.11014802646077675
block2_mlp_input/axial_bivector,3.0,p2,10,0.01568827503038841,0.009845714502142836,0.021645818524296527
block2_mlp_input/axial_bivector,3.0,coverage,10,0.9967377666248434,0.9961731493099123,0.9973651191969888
block2_mlp_input/axial_bivector,6.0,p1,10,0.08653914462957106,0.07272312202364388,0.10146935434680575
block2_mlp_input/axial_bivector,6.0,p2,10,0.009450072682391394,0.0071799764624889215,0.011594065219454863
block2_mlp_input/axial_bivector,6.0,coverage,10,0.9967843631778057,0.9962799495586381,0.9973518284993694
block2_mlp_input/axial_bivector,12.0,p1,10,0.07687639068074756,0.062169848348936206,0.09202953790523324
block2_mlp_input/axial_bivector,12.0,p2,10,0.013085354249481485,0.009387742984328451,0.016608722270966558
block2_mlp_input/axial_bivector,12.0,coverage,10,0.9967515923566879,0.9962420382165604,0.9973248407643311
block2_mlp_input/axial_bivector,24.0,p1,10,0.06435072156708999,0.05098214685471913,0.07771591540900114
block2_mlp_input/axial_bivector,24.0,p2,10,0.010842610797527458,0.0082309223488258,0.013358824661290942
block2_mlp_input/axial_bivector,24.0,coverage,10,0.9967165149544863,0.9961638491547464,0.9972691807542263
block2_mlp_input/axial_bivector,48.0,p1,10,0.04844025965797867,0.03584084024312841,0.06087352467328605
block2_mlp_input/axial_bivector,48.0,p2,10,0.009620834945184889,0.00658742991424636,0.01266397449030664
block2_mlp_input/axial_bivector,48.0,coverage,10,0.9968792401628221,0.9963025780189959,0.9974898236092266
block2_mlp_input/axial_bivector,96.0,p1,10,0.03712938732346841,0.023859966629979575,0.050388581341296826
block2_mlp_input/axial_bivector,96.0,p2,10,0.006750032710851931,0.0040439775144779765,0.009402571148987727
block2_mlp_input/axial_bivector,96.0,coverage,10,0.9967682020802379,0.9961738484398218,0.9973625557206539
block2_mlp_input/point_numerator,0.75,p1,10,0.1774047917720733,0.1630584671613084,0.1924172589551625
block2_mlp_input/point_numerator,0.75,p2,10,0.053417583581399905,0.04228353394554008,0.06455439300461832
block2_mlp_input/point_numerator,0.75,coverage,10,0.99615625,0.99546875,0.9967812500000001
block2_mlp_input/point_numerator,1.5,p1,10,0.1556501308735344,0.1399358334897132,0.171968863794425
block2_mlp_input/point_numerator,1.5,p2,10,0.04568426847381904,0.03085480952710625,0.0606789423746243
block2_mlp_input/point_numerator,1.5,coverage,10,0.9961201501877348,0.9954317897371716,0.9967459324155193
block2_mlp_input/point_numerator,3.0,p1,10,0.1355241036353338,0.1167964336092644,0.15545287995079365
block2_mlp_input/point_numerator,3.0,p2,10,0.044272328861403934,0.031058107894170787,0.05756072029161757
block2_mlp_input/point_numerator,3.0,coverage,10,0.996141781681305,0.9954830614805521,0.9967377666248431
block2_mlp_input/point_numerator,6.0,p1,10,0.11540747235374296,0.097251934222524,0.134744972131836
block2_mlp_input/point_numerator,6.0,p2,10,0.04032024649263165,0.027720033433013207,0.05292045955225011
block2_mlp_input/point_numerator,6.0,coverage,10,0.9961538461538462,0.9955233291298866,0.9967213114754099
block2_mlp_input/point_numerator,12.0,p1,10,0.09877990244913809,0.0812635824981182,0.11668275255802843
block2_mlp_input/point_numerator,12.0,p2,10,0.03666178243599379,0.025408168977431173,0.04802234719713052
block2_mlp_input/point_numerator,12.0,coverage,10,0.9961146496815287,0.9954777070063694,0.9966878980891719
block2_mlp_input/point_numerator,24.0,p1,10,0.08001358886856624,0.06316166844980971,0.09706188854184453
block2_mlp_input/point_numerator,24.0,p2,10,0.02629119120643484,0.01243117803547479,0.04015120437739489
block2_mlp_input/point_numerator,24.0,coverage,10,0.9962938881664499,0.9955786736020806,0.9969765929778933
block2_mlp_input/point_numerator,48.0,p1,10,0.06421441977164047,0.047282079607502164,0.08119890697172992
block2_mlp_input/point_numerator,48.0,p2,10,0.024277085996220405,0.009856155135319178,0.03934950306457106
block2_mlp_input/point_numerator,48.0,coverage,10,0.9962686567164181,0.9955563093622797,0.9969470827679784
block2_mlp_input/point_numerator,96.0,p1,10,0.0492192350134615,0.029693393935916034,0.06913576923194241
block2_mlp_input/point_numerator,96.0,p2,10,0.019499635138072163,0.010264034367525359,0.028633315199796838
block2_mlp_input/point_numerator,96.0,coverage,10,0.9962852897473997,0.9955052005943535,0.9969910846953937
block2_output/plane_normal,0.75,p1,10,0.15531667849174147,0.14140974099524403,0.17030715055685217
block2_output/plane_normal,0.75,p2,10,0.05030571753534964,0.038269148337205995,0.062414477257349076
block2_output/plane_normal,0.75,coverage,10,0.9952812499999999,0.99434375,0.9962187499999999
block2_output/plane_normal,1.5,p1,10,0.14094136481837563,0.12760072140540554,0.1552992803770767
block2_output/plane_normal,1.5,p2,10,0.043831629512856594,0.02718259105693025,0.06055858609725114
block2_output/plane_normal,1.5,coverage,10,0.995244055068836,0.9943053817271588,0.9961827284105134
block2_output/plane_normal,3.0,p1,10,0.12436669216216781,0.10740563323349836,0.1417554250672483
block2_output/plane_normal,3.0,p2,10,0.0445257885780932,0.027147970073392112,0.06207710317615798
block2_output/plane_normal,3.0,coverage,10,0.9953262233375156,0.9944165621079046,0.9962986198243412
block2_output/plane_normal,6.0,p1,10,0.1083222111778995,0.08849796617250641,0.12910930892788305
block2_output/plane_normal,6.0,p2,10,0.04234767609155803,0.02946407862558808,0.05523127355752798
block2_output/plane_normal,6.0,coverage,10,0.9953656998738966,0.9944829760403531,0.9962799495586381
block2_output/plane_normal,12.0,p1,10,0.09678334328627036,0.08059497333640292,0.11306891136916011
block2_output/plane_normal,12.0,p2,10,0.037271848790077035,0.023933452527362165,0.05073862505495731
block2_output/plane_normal,12.0,coverage,10,0.9953503184713375,0.9944904458598725,0.9962420382165604
block2_output/plane_normal,24.0,p1,10,0.07839745358960803,0.06424376280104342,0.09273737733655962
block2_output/plane_normal,24.0,p2,10,0.029801189981605924,0.01627677363586726,0.04332679536878211
block2_output/plane_normal,24.0,coverage,10,0.9954161248374513,0.9945708712613784,0.9962938881664499
block2_output/plane_normal,48.0,p1,10,0.06720003696234804,0.051869576582999045,0.08254620078455657
block2_output/plane_normal,48.0,p2,10,0.0263486250042489,0.01328468946518713,0.03960426736953136
block2_output/plane_normal,48.0,coverage,10,0.9954545454545454,0.9946065128900949,0.9963025780189959
block2_output/plane_normal,96.0,p1,10,0.05180430783686792,0.03194433363140385,0.07245617479527121
block2_output/plane_normal,96.0,p2,10,0.02473895998638708,0.011802592112356305,0.03771329076741955
block2_output/plane_normal,96.0,coverage,10,0.9953194650817239,0.9945022288261516,0.9961367013372957
block2_output/ideal_bivector,0.75,p1,10,0.1705480786083122,0.15565227742170318,0.18587088388257533
block2_output/ideal_bivector,0.75,p2,10,0.05888868342174384,0.04636018204798288,0.07200977300659807
block2_output/ideal_bivector,0.75,coverage,10,0.9949374999999998,0.9944999999999998,0.9953749999999999
block2_output/ideal_bivector,1.5,p1,10,0.15682966551748112,0.14158842413304004,0.17250124276335205
block2_output/ideal_bivector,1.5,p2,10,0.05058556848079933,0.03452717062404978,0.06682581999016787
block2_output/ideal_bivector,1.5,coverage,10,0.9949311639549437,0.9944931163954944,0.9953692115143931
block2_output/ideal_bivector,3.0,p1,10,0.13623073637418132,0.1185523994268682,0.15397288180750132
block2_output/ideal_bivector,3.0,p2,10,0.04958169034784991,0.033011458579349715,0.0661659780532263
block2_output/ideal_bivector,3.0,coverage,10,0.9949498117942284,0.9945420326223336,0.9953889585947303
block2_output/ideal_bivector,6.0,p1,10,0.11939066549021064,0.09917908067745833,0.14053157778241282
block2_output/ideal_bivector,6.0,p2,10,0.048244966810017366,0.034857420525506444,0.06161981158061832
block2_output/ideal_bivector,6.0,coverage,10,0.9949558638083229,0.9945775535939472,0.9953972257250946
block2_output/ideal_bivector,12.0,p1,10,0.10637828945928625,0.09044588000500696,0.12318262366528646
block2_output/ideal_bivector,12.0,p2,10,0.04181332660198974,0.028045440820914546,0.05615954715478817
block2_output/ideal_bivector,12.0,coverage,10,0.9949363057324841,0.9945533439490446,0.9953503184713375
block2_output/ideal_bivector,24.0,p1,10,0.0866647764418497,0.07112556096152256,0.10256363509917162
block2_output/ideal_bivector,24.0,p2,10,0.03377928689208723,0.019312996117972683,0.04841354357590071
block2_output/ideal_bivector,24.0,coverage,10,0.9948634590377112,0.9944408322496748,0.9952860858257477
block2_output/ideal_bivector,48.0,p1,10,0.07437907602579712,0.05662392094173376,0.0923382080821083
block2_output/ideal_bivector,48.0,p2,10,0.030451267833660804,0.016266765779808116,0.04530994559429015
block2_output/ideal_bivector,48.0,coverage,10,0.9949118046132972,0.9945047489823609,0.9953188602442333
block2_output/ideal_bivector,96.0,p1,10,0.0566164416998481,0.0350054408144994,0.07944662722133261
block2_output/ideal_bivector,96.0,p2,10,0.02672148731847972,0.014142200002107136,0.03919858757039664
block2_output/ideal_bivector,96.0,coverage,10,0.9947622585438337,0.9941679049034177,0.9953566121842495
block2_output/axial_bivector,0.75,p1,10,0.11844452953394317,0.10524197454468112,0.13239018848760042
block2_output/axial_bivector,0.75,p2,10,0.020373603736900232,0.015356477858593938,0.025469424372448524
block2_output/axial_bivector,0.75,coverage,10,0.99725,0.9964999999999999,0.9979374999999999
block2_output/axial_bivector,1.5,p1,10,0.10117247253554437,0.08870026411704293,0.11373564258967153
block2_output/axial_bivector,1.5,p2,10,0.014844051098578314,0.010552366213062459,0.019137536622523946
block2_output/axial_bivector,1.5,coverage,10,0.9972465581977472,0.9964956195244055,0.9979349186483104
block2_output/axial_bivector,3.0,p1,10,0.0898820542307073,0.07718412306502917,0.10305718631550018
block2_output/axial_bivector,3.0,p2,10,0.013398258782273593,0.007540459192537374,0.019634430997208914
block2_output/axial_bivector,3.0,coverage,10,0.9972396486825597,0.996486825595985,0.9979297365119196
block2_output/axial_bivector,6.0,p1,10,0.08027709941439416,0.06717942515584614,0.09354344224790698
block2_output/axial_bivector,6.0,p2,10,0.007760911938272488,0.005365727948867781,0.010156095927677198
block2_output/axial_bivector,6.0,coverage,10,0.9972572509457756,0.996532156368222,0.9979192938209331
block2_output/axial_bivector,12.0,p1,10,0.0703846975174868,0.056387055485413826,0.08438233954955979
block2_output/axial_bivector,12.0,p2,10,0.01110536219573363,0.008112083632476843,0.013944234554766469
block2_output/axial_bivector,12.0,coverage,10,0.9972292993630573,0.9964968152866241,0.9978980891719745
block2_output/axial_bivector,24.0,p1,10,0.05907947646619767,0.04676672694113031,0.07139222599126502
block2_output/axial_bivector,24.0,p2,10,0.00823383522979906,0.005657319492888319,0.01081094699772173
block2_output/axial_bivector,24.0,coverage,10,0.9972041612483746,0.9964564369310794,0.9978868660598179
block2_output/axial_bivector,48.0,p1,10,0.0438248260914032,0.032931056650039384,0.05471859553276702
block2_output/axial_bivector,48.0,p2,10,0.008243797331438776,0.00612375970110462,0.010358521263674264
block2_output/axial_bivector,48.0,coverage,10,0.9972523744911804,0.9964721845318861,0.9979316485753054
block2_output/axial_bivector,96.0,p1,10,0.03396785310984231,0.020445942473753226,0.04748976374593138
block2_output/axial_bivector,96.0,p2,10,0.005288841792387705,0.0028424427442870167,0.007794756671888091
block2_output/axial_bivector,96.0,coverage,10,0.9972139673105497,0.9963967310549778,0.9979197622585438
block2_output/point_numerator,0.75,p1,10,0.17738279523447043,0.16303443741104706,0.19239668288675155
block2_output/point_numerator,0.75,p2,10,0.05340902014950503,0.042275863527921495,0.06454497600050113
block2_output/point_numerator,0.75,coverage,10,0.99615625,0.99546875,0.9967812500000001
block2_output/point_numerator,1.5,p1,10,0.15563635562605388,0.1399286936691288,0.17194557961602447
block2_output/point_numerator,1.5,p2,10,0.04567497909277395,0.03084414554553161,0.060672586883296395
block2_output/point_numerator,1.5,coverage,10,0.9961201501877348,0.9954317897371716,0.9967459324155193
block2_output/point_numerator,3.0,p1,10,0.13550809298231495,0.1167807522032099,0.15543928880808744
block2_output/point_numerator,3.0,p2,10,0.04426325681625359,0.031053924658231313,0.05755171007733223
block2_output/point_numerator,3.0,coverage,10,0.996141781681305,0.9954830614805521,0.9967377666248431
block2_output/point_numerator,6.0,p1,10,0.11539523529444622,0.09723799967396457,0.13472978573910815
block2_output/point_numerator,6.0,p2,10,0.040314698745113633,0.027711802190863798,0.052917595299363476
block2_output/point_numerator,6.0,coverage,10,0.9961538461538462,0.9955233291298866,0.9967213114754099
block2_output/point_numerator,12.0,p1,10,0.09877081507640938,0.08126315462547669,0.11667179524839917
block2_output/point_numerator,12.0,p2,10,0.036656687649220414,0.025404552227071102,0.04801328164584722
block2_output/point_numerator,12.0,coverage,10,0.9961146496815287,0.9954777070063694,0.9966878980891719
block2_output/point_numerator,24.0,p1,10,0.08000601916734722,0.06315087978850113,0.09705109542210635
block2_output/point_numerator,24.0,p2,10,0.026290253266498476,0.012434242791343095,0.040146263741653865
block2_output/point_numerator,24.0,coverage,10,0.9962938881664499,0.9955786736020806,0.9969765929778933
block2_output/point_numerator,48.0,p1,10,0.06420979552609832,0.04728613418216492,0.08118721047225447
block2_output/point_numerator,48.0,p2,10,0.02426405578443373,0.009844332911138209,0.03933728603592605
block2_output/point_numerator,48.0,coverage,10,0.9962686567164181,0.9955563093622797,0.9969470827679784
block2_output/point_numerator,96.0,p1,10,0.04921787098810809,0.02968940097956283,0.06912793553326232
block2_output/point_numerator,96.0,p2,10,0.019502477371217325,0.01026494106399519,0.028640079545019792
block2_output/point_numerator,96.0,coverage,10,0.9962852897473997,0.9955052005943535,0.9969910846953937
centroid_7A,0.75,p1,10,0.26422791180588606,0.24907975263914653,0.27937607097262573
centroid_7A,0.75,p2,10,0.09501534357525221,0.08738742160497584,0.1025389434922742
centroid_7A,0.75,coverage,10,0.9958750000000001,0.995125,0.9966250000000001
centroid_7A,1.5,p1,10,0.23306643399956223,0.21759196099394934,0.24854090700517517
centroid_7A,1.5,p2,10,0.08071322141810443,0.07050710049407452,0.09217227777889163
centroid_7A,1.5,coverage,10,0.99590112640801,0.9951494055068837,0.9966833541927411
centroid_7A,3.0,p1,10,0.20062091106426289,0.18992188867326662,0.21198475264073338
centroid_7A,3.0,p2,10,0.06859402747484186,0.05853081866771032,0.0793035438833575
centroid_7A,3.0,coverage,10,0.9958908406524468,0.9951693851944793,0.996612296110414
centroid_7A,6.0,p1,10,0.1757915836624845,0.16258871249216383,0.18927962573877322
centroid_7A,6.0,p2,10,0.061413455521963575,0.04976773980101095,0.07397848000849491
centroid_7A,6.0,coverage,10,0.9959016393442625,0.9951765447667087,0.996626733921816
centroid_7A,12.0,p1,10,0.1531166120115066,0.13819023528153943,0.16927576571138225
centroid_7A,12.0,p2,10,0.05139061808089414,0.03956099521906384,0.06400305604288292
centroid_7A,12.0,coverage,10,0.9958917197452228,0.9951910828025475,0.996624203821656
centroid_7A,24.0,p1,10,0.12693318376176235,0.10565292828649435,0.1496490476741122
centroid_7A,24.0,p2,10,0.04373244588100522,0.03104624109108922,0.057159625116133025
centroid_7A,24.0,coverage,10,0.9959037711313394,0.9951235370611183,0.9967490247074122
centroid_7A,48.0,p1,10,0.10109493046717224,0.0756829393748639,0.12681864105045437
centroid_7A,48.0,p2,10,0.03518540935112281,0.021917896297136127,0.049351867126052024
centroid_7A,48.0,coverage,10,0.9959633649932158,0.9951492537313433,0.9968453188602442
centroid_7A,96.0,p1,10,0.07987794978546328,0.05127016968927033,0.1108094272214275
centroid_7A,96.0,p2,10,0.025966263707468212,0.014625200867528363,0.03759628361856998
centroid_7A,96.0,coverage,10,0.9961367013372957,0.9953566121842495,0.9969539375928675
centroid_support,0.75,p1,10,0.4872235244726532,0.4433906346442205,0.5289600334164325
centroid_support,0.75,p2,10,0.25302914221792827,0.21137640034713737,0.2926958425930807
centroid_support,0.75,coverage,10,0.996875,0.9962500000000001,0.9974999999999999
centroid_support,1.5,p1,10,0.45546957583728875,0.4083833313936733,0.5001537836540476
centroid_support,1.5,p2,10,0.23996834624491375,0.19863285927517868,0.2796219197765839
centroid_support,1.5,coverage,10,0.9968710888610761,0.9962453066332916,0.9974968710888609
centroid_support,3.0,p1,10,0.4251713696207968,0.37900091275985676,0.4709901923846327
centroid_support,3.0,p2,10,0.22470342625334244,0.18355597440499144,0.26490995609626977
centroid_support,3.0,coverage,10,0.9968946047678797,0.9962986198243413,0.9974905897114178
centroid_support,6.0,p1,10,0.4014882176810999,0.35346447192668556,0.4470784078314997
centroid_support,6.0,p2,10,0.21067642098250444,0.16925913429219291,0.2500170127904881
centroid_support,6.0,coverage,10,0.9968789407313997,0.996279949558638,0.9974779319041615
centroid_support,12.0,p1,10,0.37372313936310925,0.32644693818307247,0.42089661392582667
centroid_support,12.0,p2,10,0.1917769417241977,0.14962743692020666,0.23223033062211468
centroid_support,12.0,coverage,10,0.9968789808917198,0.9962738853503185,0.9974522292993632
centroid_support,24.0,p1,10,0.3364315571132543,0.2811773264402769,0.38583597502239836
centroid_support,24.0,p2,10,0.16300592794930863,0.1207273557723411,0.20404585271608164
centroid_support,24.0,coverage,10,0.9969765929778933,0.9964564369310793,0.9974967490247074
centroid_support,48.0,p1,10,0.2726778103396783,0.2179712786658528,0.32727676261527455
centroid_support,48.0,p2,10,0.1251956124940434,0.08308145696206796,0.16557149479887395
centroid_support,48.0,coverage,10,0.9970827679782903,0.9966078697421981,0.9975915875169609
centroid_support,96.0,p1,10,0.20468166165164448,0.1468536269178144,0.2619172878101793
centroid_support,96.0,p2,10,0.08543748804491949,0.04807415215350047,0.12280082393633855
centroid_support,96.0,coverage,10,0.9971768202080238,0.9966939078751856,0.9976597325408619
shape_axis_7A,0.75,p1,10,0.24173510867229062,0.22985476260966306,0.2536154547349182
shape_axis_7A,0.75,p2,10,0.3413410855858183,0.31421596193875495,0.3684662092328817
shape_axis_7A,0.75,coverage,10,0.35787500000000005,0.3239375,0.39249999999999996
shape_axis_7A,1.5,p1,10,0.24142410994024216,0.2233663175324397,0.2591696577980705
shape_axis_7A,1.5,p2,10,0.30677082250419974,0.28098814548911866,0.33399477194968386
