source,temperature_K,field,pairs,valid_pairs,coverage,mean_angle_deg,median_angle_deg,p95_angle_deg,mean_axis_angle_deg,jump60_fraction,flip90_fraction,p1,p2,cage_mean_angle_deg,cage_p1,cage_fit_rms_A
1001,510.0,block1/point_numerator,3200,3184,0.995,80.65329006966064,77.782723021445,150.7951381592062,55.18517533722194,0.6491834170854272,0.39792713567839194,0.1376413360924137,0.044353335303843056,80.67199767361843,0.1374057979534979,0.6685945391654968
1001,510.0,block2_mlp_input/ideal_bivector,3200,3186,0.995625,80.77307368012244,78.74147593906737,150.51733773343844,55.339475504049375,0.6500313873195229,0.4011299435028249,0.13587744175149885,0.042066324875411856,80.79045219523526,0.13565283586614824,0.6685945391654968
1001,510.0,block2_mlp_input/axial_bivector,3200,3188,0.99625,85.74135494759072,84.54696114072598,152.63777552430503,56.139554098682446,0.7038895859473023,0.4538895859473024,0.06261784754359524,0.02447744759595809,85.75061747338744,0.062477221706904215,0.6685945391654968
1001,510.0,block2_mlp_input/point_numerator,3200,3182,0.994375,80.50313747442875,76.85610540833028,148.94683253247553,55.89954388632824,0.6596480201131364,0.3918918918918919,0.14142209153578655,0.029238813896187692,80.51403955225511,0.14127110071316545,0.6685945391654968
1001,510.0,block2_output/plane_normal,3200,3184,0.995,81.72569333483693,78.96972520787163,151.50983342876805,55.55182199713827,0.6614321608040201,0.4126884422110553,0.12249205512103732,0.037328485886453315,81.74244200867834,0.12229949946268516,0.6685945391654968
1001,510.0,block2_output/ideal_bivector,3200,3184,0.995,80.75527477869427,78.41881056195473,150.4136141203148,55.341633383688254,0.6485552763819096,0.4007537688442211,0.13610483532544695,0.04190808098003587,80.77272658251304,0.13587979695687688,0.6685945391654968
1001,510.0,block2_output/axial_bivector,3200,3190,0.996875,85.9181764622047,84.8565352764939,152.51221080479544,56.19762920545026,0.70282131661442,0.45768025078369906,0.05969584692292318,0.02268785024581808,85.92653606428671,0.05952573184824488,0.6685945391654968
1001,510.0,block2_output/point_numerator,3200,3182,0.994375,80.50330454668206,76.85472917316315,148.95452408802817,55.8996351599557,0.6596480201131364,0.39220615964802014,0.14142187251835073,0.029231676876752048,80.5142226014735,0.1412708779600204,0.6685945391654968
1001,510.0,centroid_7A,3200,3188,0.99625,74.72789051061315,69.8486950442889,146.68606444385156,53.62207764908573,0.5956712672521958,0.3450439146800502,0.22230945074141814,0.07805331839189328,74.73200710587662,0.22239251594105441,0.6685945391654968
1001,510.0,centroid_support,3200,3186,0.995625,58.19411492866747,51.01016824598684,131.08406234782376,47.497425567534165,0.40458254865034526,0.19428750784682988,0.45593608335828095,0.20531939859485135,58.18194102426054,0.4560000933920767,0.6685945391654968
