model,domain,population,lag_ps,component,eigenvalue
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,fluctuation,120.0,38,1.18217494336564e-08
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,fluctuation,120.0,39,9.727688052100212e-09
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,fluctuation,120.0,40,7.910064409653376e-09
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,fluctuation,120.0,41,7.379201864248336e-09
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,fluctuation,120.0,42,7.024126465751461e-09
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,fluctuation,120.0,43,6.670673384189675e-09
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,fluctuation,120.0,44,6.258536704854095e-09
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,fluctuation,120.0,45,5.3343569228998745e-09
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,fluctuation,120.0,46,4.679245377956264e-09
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,fluctuation,120.0,47,4.3598766801605e-09
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,fluctuation,120.0,48,3.7025070754165886e-09
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,fluctuation,120.0,49,3.225705450681929e-09
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,fluctuation,120.0,50,2.9303111124496228e-09
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,fluctuation,120.0,51,2.546661023783498e-09
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,fluctuation,120.0,52,2.1347370076624084e-09
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,fluctuation,120.0,53,1.9909134033657544e-09
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,fluctuation,120.0,54,1.900091753383871e-09
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,fluctuation,120.0,55,1.5567505996343533e-09
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,fluctuation,120.0,56,1.362604776949332e-09
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,fluctuation,120.0,57,1.2792524240999916e-09
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,fluctuation,120.0,58,1.2299671387077517e-09
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,fluctuation,120.0,59,1.0245661923968848e-09
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,fluctuation,120.0,60,9.603595751708153e-10
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,fluctuation,120.0,61,8.267815575599999e-10
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,fluctuation,120.0,62,7.687980642832842e-10
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,fluctuation,120.0,63,6.327203344327235e-10
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,fluctuation,120.0,64,6.000668437778712e-10
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,fluctuation,120.0,65,5.802608402725024e-10
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,fluctuation,120.0,66,5.480711927004446e-10
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,fluctuation,120.0,67,4.53103957530362e-10
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,fluctuation,120.0,68,4.261438051204051e-10
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,fluctuation,120.0,69,3.819339293015209e-10
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,fluctuation,120.0,70,3.285107515033224e-10
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,fluctuation,120.0,71,3.07935395420094e-10
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,fluctuation,120.0,72,2.627684584712697e-10
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,fluctuation,120.0,73,2.380311147578943e-10
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,fluctuation,120.0,74,2.1776350997228483e-10
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,fluctuation,120.0,75,2.0326813684619033e-10
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,fluctuation,120.0,76,1.8318591987575756e-10
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,fluctuation,120.0,77,1.79164239471135e-10
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,fluctuation,120.0,78,1.7175381126124094e-10
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,fluctuation,120.0,79,1.5165679911142427e-10
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,fluctuation,120.0,80,1.3991360125354612e-10
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,fluctuation,120.0,81,1.299016646754426e-10
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,fluctuation,120.0,82,1.1454571904809399e-10
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,fluctuation,120.0,83,9.459597651879317e-11
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,fluctuation,120.0,84,9.126605044859623e-11
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,fluctuation,120.0,85,8.494961449125358e-11
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,fluctuation,120.0,86,7.43380316189373e-11
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,fluctuation,120.0,87,6.884798787140595e-11
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,fluctuation,120.0,88,6.301113122614708e-11
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,fluctuation,120.0,89,5.394848267267666e-11
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,fluctuation,120.0,90,4.941566366485716e-11
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,fluctuation,120.0,91,4.5068313970477215e-11
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,fluctuation,120.0,92,4.436787200607836e-11
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,fluctuation,120.0,93,4.228204163770994e-11
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,fluctuation,120.0,94,4.0196590054425353e-11
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,fluctuation,120.0,95,3.292520811741264e-11
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,fluctuation,120.0,96,3.1142092692117025e-11
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,fluctuation,120.0,97,2.7356103858892358e-11
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,fluctuation,120.0,98,2.61808614323243e-11
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,fluctuation,120.0,99,2.255213913759001e-11
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,fluctuation,120.0,100,2.185430866022744e-11
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,fluctuation,120.0,101,2.0534112815872457e-11
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,fluctuation,120.0,102,1.8904652455067382e-11
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,fluctuation,120.0,103,1.6837677252649507e-11
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,fluctuation,120.0,104,1.6260744200961537e-11
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,fluctuation,120.0,105,1.5174794988342547e-11
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,fluctuation,120.0,106,1.3906530598228437e-11
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,fluctuation,120.0,107,1.1121408724383333e-11
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,fluctuation,120.0,108,1.0739106372473119e-11
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,fluctuation,120.0,109,9.430760099149493e-12
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,fluctuation,120.0,110,8.660484441858721e-12
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,fluctuation,120.0,111,8.481849821593943e-12
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,fluctuation,120.0,112,7.39263929565794e-12
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,fluctuation,120.0,113,6.460626590112256e-12
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,fluctuation,120.0,114,5.635937790132386e-12
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,fluctuation,120.0,115,4.886641379614346e-12
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,fluctuation,120.0,116,4.4948067354647246e-12
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,fluctuation,120.0,117,3.995153889636341e-12
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,fluctuation,120.0,118,3.7049605032346275e-12
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,fluctuation,120.0,119,3.2910686139651195e-12
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,fluctuation,120.0,120,2.6331677721066823e-12
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,fluctuation,120.0,121,2.013191257807382e-12
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,fluctuation,120.0,122,1.964304668500048e-12
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,fluctuation,120.0,123,1.7572564045837554e-12
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,fluctuation,120.0,124,1.4299708131688733e-12
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,fluctuation,120.0,125,8.604470397120646e-13
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,fluctuation,120.0,126,8.323651342253178e-13
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,fluctuation,120.0,127,6.89737865267331e-13
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,fluctuation,120.0,128,2.650990538896736e-13
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,1,30.01510253925592
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,2,8.811854352458194
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,3,4.839499231981683
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,4,2.852415423093638
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,5,1.8983472585953172
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,6,0.7703430983574882
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,7,0.33162727159411753
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,8,0.04962038439315664
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,9,0.04238482391672007
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,10,0.032535142345296475
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,11,0.020981227484841915
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,12,0.017846348912484333
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,13,0.013369025550782475
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,14,0.010364327457728372
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,15,0.0072822241058159
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,16,0.005898926962136779
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,17,0.0044097011977716725
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,18,0.003387700138634484
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,19,0.003045713182739173
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,20,0.002389781811033241
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,21,0.001984277488950214
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,22,0.0015303562873367664
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,23,0.00121802285984216
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,24,0.0010447601746098579
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,25,0.0006825115938277232
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,26,0.0006468874585633859
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,27,0.0005822934146100239
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,28,0.0004890369483268114
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,29,0.00046024742066089284
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,30,0.0003442629069660691
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,31,0.0003024549812944009
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,32,0.00025216162882476807
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,33,0.00016239892681446167
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,34,0.00014024618074487042
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,35,0.0001297193095318603
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,36,0.00010950348195000792
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,37,9.321427720592864e-05
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,38,8.211827576642085e-05
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,39,7.890084059881958e-05
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,40,7.188404592939644e-05
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,41,6.367475444298516e-05
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,42,5.4193119311854234e-05
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,43,4.669155647374484e-05
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,44,4.32312719296736e-05
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,45,3.787869628475424e-05
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,46,3.2987940424971255e-05
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,47,2.9756682367592333e-05
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,48,2.6953995983474257e-05
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,49,2.566030552660798e-05
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,50,2.3197462930610822e-05
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,51,2.1016086836182088e-05
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,52,1.7003383436331168e-05
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,53,1.527399690245944e-05
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,54,1.4558231390943661e-05
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,55,1.3847584469468832e-05
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,56,1.1608557234395841e-05
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,57,1.0429261075545827e-05
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,58,1.0313254543478923e-05
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,59,9.121144747078835e-06
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,60,8.234643549637584e-06
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,61,7.68684203735621e-06
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,62,6.67441822048033e-06
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,63,5.827464611941628e-06
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,64,5.272478008139279e-06
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,65,4.692019599632513e-06
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,66,4.284627660874944e-06
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,67,4.071267661974805e-06
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,68,3.553167495713794e-06
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,69,3.434003238791786e-06
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,70,3.1858280991475854e-06
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,71,3.1563693130292713e-06
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,72,2.9692569830149866e-06
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,73,2.6151512840061146e-06
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,74,2.3198160525075133e-06
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,75,2.1159561537155097e-06
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,76,1.891515222940501e-06
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,77,1.8037858353681431e-06
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,78,1.7156519401270463e-06
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,79,1.5068418693858782e-06
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,80,1.3375171028157672e-06
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,81,1.2494046040703277e-06
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,82,1.0609699395104646e-06
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,83,9.633344822251268e-07
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,84,9.343790325177351e-07
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,85,8.713235728545209e-07
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,86,8.386722693053941e-07
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,87,7.547831059426309e-07
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,88,6.349106987583916e-07
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,89,6.166564371236548e-07
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,90,5.824791353174984e-07
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,91,5.33383810984168e-07
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,92,5.055627245524849e-07
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,93,4.551808994422895e-07
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,94,4.2063552644204025e-07
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,95,4.0387463398541246e-07
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,96,3.853828669273107e-07
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,97,3.6380234597381657e-07
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,98,3.30830308726503e-07
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,99,3.0050184043747e-07
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,100,2.807913669907825e-07
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,101,2.669228768083163e-07
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,102,2.537582678470566e-07
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,103,2.420713020694808e-07
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,104,2.151979030514891e-07
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,105,1.89870463750605e-07
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,106,1.7850429045356935e-07
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,107,1.6131942313019512e-07
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,108,1.353064412614883e-07
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,109,1.286317432686796e-07
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,110,1.172777998156359e-07
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,111,1.017150940267703e-07
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,112,9.943413120293927e-08
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,113,8.051463228291449e-08
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,114,7.622029802903449e-08
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,115,6.937824152430358e-08
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,116,6.893838737700472e-08
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,117,5.238016032432471e-08
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,118,4.6223319305471417e-08
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,119,4.505413364110504e-08
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,120,3.864843846834024e-08
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,121,3.6045569915149645e-08
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,122,3.008630302778225e-08
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,123,2.6831386520009982e-08
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,124,2.2258438926396044e-08
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,125,1.8587664603396536e-08
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,126,1.4670067088880534e-08
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,127,1.0622697814104961e-08
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,,128,5.0045971487494954e-09
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,reference,,1,29.622523360455197
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,reference,,2,12.292136632877304
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,reference,,3,4.473724836812051
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,reference,,4,3.053160317175553
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,reference,,5,1.8815386400652794
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,reference,,6,0.7405597907846889
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,reference,,7,0.33983410975739614
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,reference,,8,0.04923020910988864
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,reference,,9,0.043353550954198905
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,reference,,10,0.030183890228270893
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,reference,,11,0.019873865990780396
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,reference,,12,0.016591753497651168
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,reference,,13,0.014925070952962884
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,reference,,14,0.009162599666425512
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,reference,,15,0.007479474039985257
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,reference,,16,0.006447824530324522
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,reference,,17,0.004333537441893702
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,reference,,18,0.0030582776937704077
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,reference,,19,0.00275592182861286
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,reference,,20,0.002174558933332643
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,reference,,21,0.0017796238720164846
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,reference,,22,0.001580962346604449
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,reference,,23,0.0012112189910271623
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,reference,,24,0.0009313599319133964
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,reference,,25,0.000701649626462956
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,reference,,26,0.0006388942720396434
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,reference,,27,0.0005449123592425216
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,reference,,28,0.0004997707930207308
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,reference,,29,0.0004353143275631871
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,reference,,30,0.00030008882954733014
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,reference,,31,0.0002872126946679095
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,reference,,32,0.00022979523397801744
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,reference,,33,0.000151479651551199
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,reference,,34,0.00013157616316565167
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,reference,,35,0.00012959114962815484
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,reference,,36,0.00010903629428461208
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,reference,,37,9.435775277937657e-05
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,reference,,38,8.432058516470507e-05
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,reference,,39,7.342467277920376e-05
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,reference,,40,6.663613566575874e-05
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,reference,,41,5.631983823715628e-05
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,reference,,42,4.854712866611393e-05
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,reference,,43,4.3740155626617616e-05
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,reference,,44,3.68834553840347e-05
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,reference,,45,3.618860834098438e-05
