model,domain,population,rows,dimensions,centered,rank_ceiling,total_energy,collapsed,numerical_rank,participation_rank,entropy_rank,d90,d95,d99
dense-v6--bond_order,T500K,dataset,6492,6,True,6,0.15933177064107143,False,6,1.0840547799895326,1.2441184915593182,1,1,3
dense-v6--bond_order,T500K,reference,84,6,True,6,0.18074639676677043,False,6,1.081221959894596,1.2364343874191475,1,1,3
dense-v6--bond_order,T500K,evaluation,6408,6,True,6,0.14633609550898918,False,6,1.0867318837992346,1.2502519947650066,1,1,3
dense-v6--bond_order,T500K,within_track,6408,6,True,6,0.13523523941220894,False,6,1.0832755548073032,1.2438863275121619,1,1,3
dense-v6--bond_order,T510K,dataset,6492,6,True,6,0.14559502009534103,False,6,1.172795016390225,1.4373926935223016,1,2,4
dense-v6--bond_order,T510K,reference,84,6,True,6,0.1455625561162551,False,6,1.1798513726689974,1.422088047192326,1,2,3
dense-v6--bond_order,T510K,evaluation,6408,6,True,6,0.13475290495505404,False,6,1.172992167441136,1.4501595690470086,1,2,4
dense-v6--bond_order,T510K,within_track,6408,6,True,6,0.1008188282393078,False,6,1.1980036846961242,1.5102308970318172,1,2,5
dense-v6--bond_order,T520K,dataset,6492,6,True,6,0.1571755850975467,False,6,1.1410655313668217,1.3740739594031148,1,2,4
dense-v6--bond_order,T520K,reference,84,6,True,6,0.0989594227607756,False,6,1.275425360486314,1.665126693352589,2,3,5
dense-v6--bond_order,T520K,evaluation,6408,6,True,6,0.16190139405938356,False,6,1.1121496372651067,1.3066389852862748,1,2,3
dense-v6--bond_order,T520K,within_track,6408,6,True,6,0.13596078314134577,False,6,1.1254181744775975,1.3398840053447014,1,2,4
dense-v6--radial,all,dataset,32460,32,True,32,0.018177121630826642,False,24,2.7614412816119636,4.456201394204019,5,7,10
dense-v6--radial,all,reference,420,32,True,32,0.01749586573727958,False,24,2.9206708920131033,4.672362578292903,5,7,10
dense-v6--radial,all,evaluation,32040,32,True,32,0.01842136499983882,False,24,2.6925109861417855,4.355598758084994,5,6,10
dense-v6--radial,all,within_track,32040,32,True,32,0.015992737040284574,False,24,2.979928120780433,4.737948882354698,5,7,10
dense-v6--radial,noncrystalline,dataset,19914,32,True,32,0.015684433160472175,False,24,4.277694136117718,5.976707241490521,6,7,11
dense-v6--radial,noncrystalline,reference,293,32,True,32,0.015244059291536716,False,24,4.249920989325485,5.9950365830962244,6,7,11
dense-v6--radial,noncrystalline,evaluation,19621,32,True,32,0.01588973060427852,False,24,4.259482896325871,5.932026952214704,6,7,11
dense-v6--radial,noncrystalline,within_track,19621,32,True,32,0.014000645124969586,False,24,4.632895345927202,6.286852907976427,6,7,11
dense-v6--radial,T400K,dataset,6492,32,True,32,0.017544745534078064,False,24,3.2974273865316674,4.987551061795889,5,7,10
dense-v6--radial,T400K,reference,84,32,True,32,0.012328047754888079,False,24,4.648760452213342,6.234237605556646,6,7,10
dense-v6--radial,T400K,evaluation,6408,32,True,32,0.019568032206665358,False,24,2.784662963714173,4.386406480568808,5,6,10
dense-v6--radial,T400K,within_track,6408,32,True,32,0.017936237569510377,False,24,2.771925228604303,4.418965095792636,5,6,10
dense-v6--radial,T450K,dataset,6492,32,True,32,0.017511158292475827,False,24,2.5284661101253008,4.14380355939804,5,6,10
dense-v6--radial,T450K,reference,84,32,True,32,0.018604004888170673,False,24,2.5771386243383643,4.198855797178594,5,6,10
dense-v6--radial,T450K,evaluation,6408,32,True,32,0.01664694541903423,False,24,2.4972919097476236,4.074559498269199,5,6,10
dense-v6--radial,T450K,within_track,6408,32,True,32,0.015468025659119502,False,24,2.5847932505523072,4.214257258080681,5,7,10
dense-v6--radial,T500K,dataset,6492,32,True,32,0.017074534432591403,False,24,2.4598488424436504,4.053102207918928,5,6,10
dense-v6--radial,T500K,reference,84,32,True,32,0.01833966377094566,False,24,2.2671122018499483,3.7004719806333615,5,6,10
dense-v6--radial,T500K,evaluation,6408,32,True,32,0.016319999971144264,False,24,2.549929558184851,4.195530329277694,5,7,10
dense-v6--radial,T500K,within_track,6408,32,True,32,0.015245191184172242,False,24,2.6692922621963606,4.35796702252509,5,7,10
dense-v6--radial,T510K,dataset,6492,32,True,32,0.01716014406802333,False,24,3.157114440658706,4.915107762194671,5,7,10
dense-v6--radial,T510K,reference,84,32,True,32,0.014780640409008013,False,24,2.8124044131070574,4.47124505269942,5,7,10
dense-v6--radial,T510K,evaluation,6408,32,True,32,0.017559644204874943,False,24,3.469774339277135,5.2285068307938385,5,7,10
dense-v6--radial,T510K,within_track,6408,32,True,32,0.015570438759441863,False,24,3.790900134711394,5.585427253212954,6,7,11
dense-v6--radial,T520K,dataset,6492,32,True,32,0.01751818245414286,False,24,3.013781999285553,4.791924436075243,5,7,10
dense-v6--radial,T520K,reference,84,32,True,32,0.016026171165341975,False,24,3.8352872395209245,5.567174435686466,6,7,11
dense-v6--radial,T520K,evaluation,6408,32,True,32,0.017348373524805616,False,24,2.8080950342980446,4.5403462131338514,5,7,10
dense-v6--radial,T520K,within_track,6408,32,True,32,0.015743792029178853,False,24,3.1071285418762105,4.9105382761852265,5,7,10
dense-v6--angular,all,dataset,32460,16,True,16,0.0011245856084177443,False,16,1.5316853902345002,2.401184829692901,4,5,8
dense-v6--angular,all,reference,420,16,True,16,0.0009852776144941647,False,16,1.6988228392920945,2.7510934133713527,4,6,9
dense-v6--angular,all,evaluation,32040,16,True,16,0.0011672567507848258,False,16,1.4805271800685955,2.285153485490347,3,5,8
dense-v6--angular,all,within_track,32040,16,True,16,0.0009372713474305797,False,16,1.5640414974490013,2.4789394489704835,4,6,8
dense-v6--angular,noncrystalline,dataset,19914,16,True,16,0.0005497772436046703,False,16,3.138673591257533,5.039322980127411,6,7,10
dense-v6--angular,noncrystalline,reference,293,16,True,16,0.00048400323050267727,False,16,3.63711216493279,5.584972088874616,6,7,11
dense-v6--angular,noncrystalline,evaluation,19621,16,True,16,0.0005778280093872537,False,16,2.9702210382545666,4.824209536631674,6,7,10
dense-v6--angular,noncrystalline,within_track,19621,16,True,16,0.000447269799664217,False,16,3.7587896970258177,5.707310054910853,6,7,11
dense-v6--angular,T400K,dataset,6492,16,True,16,0.000919907350615249,False,16,1.7814307738552544,2.9157818840485867,4,6,9
dense-v6--angular,T400K,reference,84,16,True,16,0.00030969937431756396,False,16,5.1710460692390114,6.6606551366796225,6,8,10
dense-v6--angular,T400K,evaluation,6408,16,True,16,0.0011314152199109649,False,16,1.5488151311189535,2.436820812671756,4,5,8
dense-v6--angular,T400K,within_track,6408,16,True,16,0.0010649315699692047,False,16,1.507246825229524,2.3523221377598205,3,5,8
dense-v6--angular,T450K,dataset,6492,16,True,16,0.001186600088865778,False,16,1.3868399493388741,2.057185532378332,3,5,8
dense-v6--angular,T450K,reference,84,16,True,16,0.0011916782525053372,False,16,1.4283701269035212,2.1471655646831804,3,5,8
dense-v6--angular,T450K,evaluation,6408,16,True,16,0.001149476913031672,False,16,1.3755882238007522,2.027022206296381,3,4,7
dense-v6--angular,T450K,within_track,6408,16,True,16,0.0010326348652285361,False,16,1.3839104604286403,2.0579051322059514,3,5,8
dense-v6--angular,T500K,dataset,6492,16,True,16,0.0012111992924604405,False,16,1.3575726645129538,1.9952646720222076,3,4,8
dense-v6--angular,T500K,reference,84,16,True,16,0.0013467946042159647,False,16,1.3187549197869202,1.893415817907438,2,4,7
dense-v6--angular,T500K,evaluation,6408,16,True,16,0.001139768970393046,False,16,1.3748048925551335,2.0321539470347,3,5,8
dense-v6--angular,T500K,within_track,6408,16,True,16,0.0009964237279788447,False,16,1.4218024969600274,2.145410418743732,3,5,8
dense-v6--angular,T510K,dataset,6492,16,True,16,0.0008736552497353885,False,16,1.9177768823112367,3.170561328638208,4,6,9
dense-v6--angular,T510K,reference,84,16,True,16,0.0007508866184711658,False,16,1.8552867315365205,2.933583169256562,4,5,8
dense-v6--angular,T510K,evaluation,6408,16,True,16,0.0009171629281850909,False,16,1.886345111366634,3.1201161832103854,4,6,9
dense-v6--angular,T510K,within_track,6408,16,True,16,0.0006983060551728722,False,16,2.157532568206109,3.6281735840046934,5,6,10
dense-v6--angular,T520K,dataset,6492,16,True,16,0.0009676733878492772,False,16,1.744548532918145,2.8324526676030666,4,6,8
dense-v6--angular,T520K,reference,84,16,True,16,0.0004885858505498615,False,16,4.151616790587604,5.814234585797855,6,7,10
dense-v6--angular,T520K,evaluation,6408,16,True,16,0.001063657805436839,False,16,1.5585721475439585,2.442007079941004,3,5,8
dense-v6--angular,T520K,within_track,6408,16,True,16,0.0008940605188034387,False,16,1.6416355555522923,2.631672793562954,4,6,8
