population,candidate,reference,horizon_ps,metric,difference,ci95_lower,ci95_upper,sources
descriptor_grid,linear-packet_plus_center_H0,linear-packet_H0,3,brier,-0.00019452948476808126,-0.00043337906639529607,0.00011099084555547238,30
descriptor_grid,linear-packet_plus_center_H0,linear-packet_H0,9,log_loss,-0.005010339190302891,-0.006803963082285786,-0.002955249009663428,30
descriptor_grid,linear-packet_plus_center_H0,linear-packet_H0,9,brier,-0.0008360082535886944,-0.0014038578744385774,-0.00013604814623905024,30
descriptor_grid,linear-packet_plus_center_H0,linear-packet_H0,24,log_loss,-0.00526158939658967,-0.007083923198919251,-0.0030237095588420836,30
descriptor_grid,linear-packet_plus_center_H0,linear-packet_H0,24,brier,-0.0017013340624802726,-0.002403650087814555,-0.0008915831401449246,30
descriptor_grid,linear-packet_plus_center_H0,linear-packet_H0,48,log_loss,-0.004422842827755954,-0.0059209332680429105,-0.0025181752611671986,30
descriptor_grid,linear-packet_plus_center_H0,linear-packet_H0,48,brier,-0.0018526990641285046,-0.0025033459948743393,-0.0010759135464930426,30
descriptor_grid,linear-packet_plus_center_H0,linear-packet_H0,96,log_loss,-0.0025023957352517954,-0.003883567006134774,-0.00047347238506967754,30
descriptor_grid,linear-packet_plus_center_H0,linear-packet_H0,96,brier,-0.0011713214082734369,-0.001776631546695637,-0.000342200492658868,30
descriptor_grid,linear-packet_plus_shell25_H0,linear-packet_H0,0.75,log_loss,-0.0007747391212076315,-0.0015874524220269026,6.50640350831092e-05,30
descriptor_grid,linear-packet_plus_shell25_H0,linear-packet_H0,0.75,brier,-6.333740829461908e-05,-0.00019539079046744813,7.096021867253459e-05,30
descriptor_grid,linear-packet_plus_shell25_H0,linear-packet_H0,3,log_loss,-0.0022198560853156405,-0.0033569412506176508,-0.0008853913701636333,30
descriptor_grid,linear-packet_plus_shell25_H0,linear-packet_H0,3,brier,-0.0003610995987983756,-0.0006687472118914882,-3.8907578194091426e-05,30
descriptor_grid,linear-packet_plus_shell25_H0,linear-packet_H0,9,log_loss,-0.006940054732827308,-0.010483392715258324,-0.0029433898025644895,30
descriptor_grid,linear-packet_plus_shell25_H0,linear-packet_H0,9,brier,-0.0007190688968088811,-0.0017815792297012215,0.0008666923294088981,30
descriptor_grid,linear-packet_plus_shell25_H0,linear-packet_H0,24,log_loss,-0.01749002137219767,-0.02361131515822749,-0.011461476974086667,30
descriptor_grid,linear-packet_plus_shell25_H0,linear-packet_H0,24,brier,-0.004011808675750042,-0.006089911498371558,-0.002047796358985502,30
descriptor_grid,linear-packet_plus_shell25_H0,linear-packet_H0,48,log_loss,-0.013343419039531762,-0.020174718893663155,-0.0065872932475674415,30
descriptor_grid,linear-packet_plus_shell25_H0,linear-packet_H0,48,brier,-0.005958690581632698,-0.008646467761191,-0.003431986407193859,30
descriptor_grid,linear-packet_plus_shell25_H0,linear-packet_H0,96,log_loss,-0.008371611490577151,-0.016570358761176726,-0.0008214916513701455,30
descriptor_grid,linear-packet_plus_shell25_H0,linear-packet_H0,96,brier,-0.005084126250859676,-0.008527195748758718,-0.0020341437278182358,30
descriptor_grid,mlp-packet_H0,mlp-condition,0.75,log_loss,-0.006174512759360702,-0.008359981074520585,-0.003918618711250188,30
descriptor_grid,mlp-packet_H0,mlp-condition,0.75,brier,-0.00019220337433831195,-0.0003334809548110045,-4.746523681661096e-05,30
descriptor_grid,mlp-packet_H0,mlp-condition,3,log_loss,-0.01547793442947377,-0.01849465587520499,-0.011951335423602893,30
descriptor_grid,mlp-packet_H0,mlp-condition,3,brier,-0.0008113859076214666,-0.0014082081424526753,-2.9244501489654914e-05,30
descriptor_grid,mlp-packet_H0,mlp-condition,9,log_loss,-0.027530154668569753,-0.03267403999364359,-0.0217725943236469,30
descriptor_grid,mlp-packet_H0,mlp-condition,9,brier,-0.003522953316210105,-0.004813946980995775,-0.0019233422277858615,30
descriptor_grid,mlp-packet_H0,mlp-condition,24,log_loss,-0.027310795441262505,-0.038698018590751816,-0.01544094317255607,30
descriptor_grid,mlp-packet_H0,mlp-condition,24,brier,-0.007575011221571942,-0.011099522290583775,-0.003897868526246673,30
descriptor_grid,mlp-packet_H0,mlp-condition,48,log_loss,-0.01775984907275143,-0.03455019112586316,0.0007258505104488013,30
descriptor_grid,mlp-packet_H0,mlp-condition,48,brier,-0.007629142382559917,-0.014424861200418212,-0.00012251326994374865,30
descriptor_grid,mlp-packet_H0,mlp-condition,96,log_loss,0.006938358380132895,-0.017094411718670495,0.03712882542466796,30
descriptor_grid,mlp-packet_H0,mlp-condition,96,brier,0.0017412142952849823,-0.009009775842066034,0.015574588322300915,30
descriptor_grid,mlp-packet_H3,mlp-packet_H0,0.75,log_loss,-0.0012009867775060056,-0.0021907721657125644,-0.0003718817972675207,30
descriptor_grid,mlp-packet_H3,mlp-packet_H0,0.75,brier,-7.031095918930838e-05,-0.00024422016618161466,9.162357211317095e-05,30
descriptor_grid,mlp-packet_H3,mlp-packet_H0,3,log_loss,-0.0038795469418292108,-0.005502347221685854,-0.002401976295035511,30
descriptor_grid,mlp-packet_H3,mlp-packet_H0,3,brier,-0.0004275780800650893,-0.0009124874200910547,-4.570442327720384e-05,30
descriptor_grid,mlp-packet_H3,mlp-packet_H0,9,log_loss,-0.00877974682253226,-0.012103560338820886,-0.005773601528245004,30
descriptor_grid,mlp-packet_H3,mlp-packet_H0,9,brier,-0.0021819623146841255,-0.00350687649877052,-0.00106544107383195,30
descriptor_grid,mlp-packet_H3,mlp-packet_H0,24,log_loss,-0.007520196964544317,-0.012814380570399398,-0.0023979561699979963,30
descriptor_grid,mlp-packet_H3,mlp-packet_H0,24,brier,-0.003356645756458506,-0.005190144101850094,-0.0016192064898560812,30
descriptor_grid,mlp-packet_H3,mlp-packet_H0,48,log_loss,-0.00396239092528706,-0.012979455566675045,0.004330078626388599,30
descriptor_grid,mlp-packet_H3,mlp-packet_H0,48,brier,-0.002829540613898395,-0.00638825813519732,0.00043281668983700163,30
descriptor_grid,mlp-packet_H3,mlp-packet_H0,96,log_loss,-0.0022173079834511638,-0.01234357950657607,0.007498496697387648,30
descriptor_grid,mlp-packet_H3,mlp-packet_H0,96,brier,-0.0023427919898212357,-0.006733631503701579,0.001985178930867809,30
descriptor_grid,mlp-packet_H12,mlp-packet_H0,0.75,log_loss,-0.0009522753057085419,-0.0015620609668770401,-0.00038772185203941883,30
descriptor_grid,mlp-packet_H12,mlp-packet_H0,0.75,brier,2.639191691500406e-06,-0.00010570395523450298,0.00010996005686869889,30
descriptor_grid,mlp-packet_H12,mlp-packet_H0,3,log_loss,-0.004145550464224368,-0.006233462319533798,-0.002362934130873696,30
descriptor_grid,mlp-packet_H12,mlp-packet_H0,3,brier,-0.0007531205936828734,-0.0012253734143304884,-0.0003299402258121259,30
descriptor_grid,mlp-packet_H12,mlp-packet_H0,9,log_loss,-0.008403089456546064,-0.012031615308655,-0.005209992939130583,30
descriptor_grid,mlp-packet_H12,mlp-packet_H0,9,brier,-0.0027261018011726797,-0.004069017476489869,-0.0015466148199915991,30
descriptor_grid,mlp-packet_H12,mlp-packet_H0,24,log_loss,-0.008446290253377977,-0.01604814129975674,-0.001595162966001508,30
descriptor_grid,mlp-packet_H12,mlp-packet_H0,24,brier,-0.0041041112154337435,-0.006600219711833533,-0.0018518688061415238,30
descriptor_grid,mlp-packet_H12,mlp-packet_H0,48,log_loss,-0.0062543570189653236,-0.020688639515894395,0.006231138064469315,30
descriptor_grid,mlp-packet_H12,mlp-packet_H0,48,brier,-0.004645904744012499,-0.009869211879378769,0.00010887415758698399,30
descriptor_grid,mlp-packet_H12,mlp-packet_H0,96,log_loss,-0.007653761153771353,-0.024869262685516088,0.008197491591204345,30
descriptor_grid,mlp-packet_H12,mlp-packet_H0,96,brier,-0.006160249548225092,-0.01314987764694281,0.0009993056919779355,30
descriptor_grid,mlp-packet_H48,mlp-packet_H0,0.75,log_loss,-0.00021856542576704173,-0.00084083349990339,0.0003177068000438615,30
descriptor_grid,mlp-packet_H48,mlp-packet_H0,0.75,brier,5.035528821068726e-05,-5.656088024171542e-05,0.0001546180247628306,30
descriptor_grid,mlp-packet_H48,mlp-packet_H0,3,log_loss,-0.002105009323622678,-0.0035664942426037924,-0.000739830453500837,30
descriptor_grid,mlp-packet_H48,mlp-packet_H0,3,brier,-0.000475880638352918,-0.0009428864096097289,-0.00011497156506808187,30
descriptor_grid,mlp-packet_H48,mlp-packet_H0,9,log_loss,-0.0023621585391395824,-0.005076264184311081,0.00048218305168683397,30
descriptor_grid,mlp-packet_H48,mlp-packet_H0,9,brier,-0.0013632297948365936,-0.0026079668798987665,-0.00038120399053398593,30
descriptor_grid,mlp-packet_H48,mlp-packet_H0,24,log_loss,0.003302362661495988,-0.003187334860656943,0.009695483377671508,30
descriptor_grid,mlp-packet_H48,mlp-packet_H0,24,brier,0.0004178014213659965,-0.001755989580138268,0.0024450074490309976,30
descriptor_grid,mlp-packet_H48,mlp-packet_H0,48,log_loss,0.015789091232331433,0.0011421399043467853,0.027819166459991104,30
descriptor_grid,mlp-packet_H48,mlp-packet_H0,48,brier,0.004665517354060325,-0.000739574074284239,0.008709150040624516,30
descriptor_grid,mlp-packet_H48,mlp-packet_H0,96,log_loss,0.019079049917493134,0.0011303381692043496,0.03559222589628749,30
descriptor_grid,mlp-packet_H48,mlp-packet_H0,96,brier,0.0009404870748649087,-0.006085836477070559,0.007126251338277833,30
descriptor_grid,mlp-packet_H12,mlp-packet_repeat12,0.75,log_loss,-0.0007273995565582894,-0.0017793578295354463,0.00013260307063447138,30
descriptor_grid,mlp-packet_H12,mlp-packet_repeat12,0.75,brier,-4.290686151961143e-06,-0.00014242517906801742,0.00014603210247365439,30
descriptor_grid,mlp-packet_H12,mlp-packet_repeat12,3,log_loss,-0.004192833678314076,-0.007337889679086567,-0.0015200049531568025,30
descriptor_grid,mlp-packet_H12,mlp-packet_repeat12,3,brier,-0.0010677665258922153,-0.0018928841883984766,-0.0003757311391394192,30
descriptor_grid,mlp-packet_H12,mlp-packet_repeat12,9,log_loss,-0.006952365302102525,-0.011728436206021315,-0.003055902131898217,30
descriptor_grid,mlp-packet_H12,mlp-packet_repeat12,9,brier,-0.00276846514093066,-0.0044621923428979915,-0.0013418873703732613,30
descriptor_grid,mlp-packet_H12,mlp-packet_repeat12,24,log_loss,-0.006860992793163673,-0.014350258714453841,-0.0008247221868053589,30
descriptor_grid,mlp-packet_H12,mlp-packet_repeat12,24,brier,-0.0030815338054112898,-0.005588298832246122,-0.0010051069517743698,30
descriptor_grid,mlp-packet_H12,mlp-packet_repeat12,48,log_loss,-0.0053012930401899845,-0.015275747625230405,0.0027191955896649724,30
descriptor_grid,mlp-packet_H12,mlp-packet_repeat12,48,brier,-0.002970027577317604,-0.0067533193080698975,0.00013944493691491765,30
descriptor_grid,mlp-packet_H12,mlp-packet_repeat12,96,log_loss,-0.00794859502188318,-0.02092474401417384,0.004233614573628729,30
descriptor_grid,mlp-packet_H12,mlp-packet_repeat12,96,brier,-0.005606384943298687,-0.010791854167928553,-0.00043758670075140857,30
descriptor_grid,mlp-packet_plus_center_H0,mlp-packet_H0,0.75,log_loss,-0.00033869183662769606,-0.0006008452191672197,-7.511723755310073e-07,30
descriptor_grid,mlp-packet_plus_center_H0,mlp-packet_H0,0.75,brier,-8.234434294840903e-06,-4.9660496631227986e-05,4.377515186674964e-05,30
descriptor_grid,mlp-packet_plus_center_H0,mlp-packet_H0,3,log_loss,-0.0010098686031385403,-0.001689018670383666,-0.0002548815555660806,30
descriptor_grid,mlp-packet_plus_center_H0,mlp-packet_H0,3,brier,-1.986507166311265e-05,-0.00023722499200838954,0.00023675469186789874,30
descriptor_grid,mlp-packet_plus_center_H0,mlp-packet_H0,9,log_loss,-0.00237742790765354,-0.003884268699076149,-0.0007001304966734632,30
descriptor_grid,mlp-packet_plus_center_H0,mlp-packet_H0,9,brier,-0.0003510207865367544,-0.0008659627732664127,0.0002096187306219125,30
descriptor_grid,mlp-packet_plus_center_H0,mlp-packet_H0,24,log_loss,-0.002098129833549274,-0.004502627050338889,0.0006751646130344614,30
descriptor_grid,mlp-packet_plus_center_H0,mlp-packet_H0,24,brier,-0.0008802912002607806,-0.0015549823601454116,-0.0001085178312782262,30
descriptor_grid,mlp-packet_plus_center_H0,mlp-packet_H0,48,log_loss,-0.0011751470448653119,-0.004015477399062184,0.0022524969650810837,30
descriptor_grid,mlp-packet_plus_center_H0,mlp-packet_H0,48,brier,-0.0011464227684609835,-0.0019394520651821695,-0.00021162154661126417,30
descriptor_grid,mlp-packet_plus_center_H0,mlp-packet_H0,96,log_loss,-0.001257736157248159,-0.004436951820504112,0.0023960123063971584,30
descriptor_grid,mlp-packet_plus_center_H0,mlp-packet_H0,96,brier,-0.0011672505499219974,-0.0022673122557439604,-0.00015868544845225216,30
descriptor_grid,mlp-packet_plus_shell25_H0,mlp-packet_H0,0.75,log_loss,-0.0011120879189774548,-0.0019358027216220355,-0.00046383816751780963,30
descriptor_grid,mlp-packet_plus_shell25_H0,mlp-packet_H0,0.75,brier,-0.0001260825789766529,-0.00024088444849928737,-3.652500326854897e-05,30
descriptor_grid,mlp-packet_plus_shell25_H0,mlp-packet_H0,3,log_loss,-0.005728204281695889,-0.007961944801944974,-0.00397091244924179,30
descriptor_grid,mlp-packet_plus_shell25_H0,mlp-packet_H0,3,brier,-0.0008469137813312644,-0.0014324134761535014,-0.0003795325254062976,30
descriptor_grid,mlp-packet_plus_shell25_H0,mlp-packet_H0,9,log_loss,-0.027410454580871893,-0.03584098920753524,-0.020332497284733072,30
descriptor_grid,mlp-packet_plus_shell25_H0,mlp-packet_H0,9,brier,-0.0050472487084944175,-0.007333369360714328,-0.0030765184298320544,30
descriptor_grid,mlp-packet_plus_shell25_H0,mlp-packet_H0,24,log_loss,-0.04426672322932075,-0.057187669839961194,-0.03367551674526014,30
descriptor_grid,mlp-packet_plus_shell25_H0,mlp-packet_H0,24,brier,-0.012084708926814354,-0.01678869459725815,-0.007984405069344556,30
descriptor_grid,mlp-packet_plus_shell25_H0,mlp-packet_H0,48,log_loss,-0.034450218374306986,-0.044549525351324296,-0.02587150269201909,30
descriptor_grid,mlp-packet_plus_shell25_H0,mlp-packet_H0,48,brier,-0.013875517841624925,-0.01868405920772964,-0.009807436508936203,30
descriptor_grid,mlp-packet_plus_shell25_H0,mlp-packet_H0,96,log_loss,-0.024271624846008408,-0.030613193865491203,-0.018333058691383457,30
descriptor_grid,mlp-packet_plus_shell25_H0,mlp-packet_H0,96,brier,-0.011400476484688365,-0.014007603175820137,-0.008792318646765383,30
native_grid,linear-packet_H0,linear-condition,0.75,log_loss,-0.007366536277087911,-0.012740526356890236,-0.0029145275043380666,30
native_grid,linear-packet_H0,linear-condition,0.75,brier,-0.00014026611385830167,-0.00033400388353727436,1.9683360145343765e-05,30
native_grid,linear-packet_H0,linear-condition,3,log_loss,-0.015583781889992024,-0.024422597673061115,-0.008602997358438473,30
native_grid,linear-packet_H0,linear-condition,3,brier,-0.000999796243423394,-0.002042407652684562,-0.00010215212558204744,30
native_grid,linear-packet_H0,linear-condition,9,log_loss,-0.01912799593472609,-0.024968597797018002,-0.01352963261643785,30
native_grid,linear-packet_H0,linear-condition,9,brier,-0.002272229419274387,-0.0036602972259920066,-0.0008767961086387471,30
native_grid,linear-packet_H0,linear-condition,24,log_loss,-0.016391908195658635,-0.020730850833838906,-0.011542017058138405,30
native_grid,linear-packet_H0,linear-condition,24,brier,-0.004141838538234862,-0.005178102584723833,-0.0030840525525409066,30
native_grid,linear-packet_H0,linear-condition,48,log_loss,-0.009232529444400363,-0.013285326563557574,-0.005081204439810353,30
native_grid,linear-packet_H0,linear-condition,48,brier,-0.0030280549999169913,-0.004637303341704058,-0.0014763554054301,30
native_grid,linear-packet_H0,linear-condition,96,log_loss,-0.004707336979477202,-0.019405403290822996,0.009840996062163142,30
native_grid,linear-packet_H0,linear-condition,96,brier,-0.0016502941453996967,-0.008035562172077564,0.00506405608013118,30
native_grid,linear-packet_H3,linear-packet_H0,0.75,log_loss,-0.000983306259811495,-0.003233055796562709,0.001990772553315974,30
native_grid,linear-packet_H3,linear-packet_H0,0.75,brier,-0.000334728996697605,-0.0008233886812829977,0.00011604391448231234,30
native_grid,linear-packet_H3,linear-packet_H0,3,log_loss,-0.008299978748783906,-0.01346973954479443,-0.004099635554368187,30
native_grid,linear-packet_H3,linear-packet_H0,3,brier,-0.0010070519844371305,-0.0025425629006399684,0.00020177898698891126,30
native_grid,linear-packet_H3,linear-packet_H0,9,log_loss,-0.015657831389178832,-0.020500507355856207,-0.010308416572548218,30
native_grid,linear-packet_H3,linear-packet_H0,9,brier,-0.002842170382031934,-0.004361128466304414,-0.0014141729878303323,30
native_grid,linear-packet_H3,linear-packet_H0,24,log_loss,-0.013218478980722374,-0.0187908759564959,-0.008157218066325252,30
native_grid,linear-packet_H3,linear-packet_H0,24,brier,-0.004044751450768504,-0.006376673413221483,-0.001830812672128975,30
native_grid,linear-packet_H3,linear-packet_H0,48,log_loss,-0.008955247836814891,-0.013701699267402698,-0.0037772877265260913,30
native_grid,linear-packet_H3,linear-packet_H0,48,brier,-0.003203935831386641,-0.005228766426668264,-0.0009841240342098954,30
native_grid,linear-packet_H3,linear-packet_H0,96,log_loss,-0.0075663408625864315,-0.013334103087841501,-0.0020004099355264244,30
native_grid,linear-packet_H3,linear-packet_H0,96,brier,-0.0036728129137190463,-0.006070997725905887,-0.0015100933455731165,30
native_grid,linear-packet_H12,linear-packet_H0,0.75,log_loss,0.0006399364889318473,-0.0018592279292154598,0.0035541704177037567,30
native_grid,linear-packet_H12,linear-packet_H0,0.75,brier,0.00015352311769092745,-0.0001768268046695099,0.0005185524095461606,30
native_grid,linear-packet_H12,linear-packet_H0,3,log_loss,-0.006842599500975934,-0.011003456034333368,-0.0030287016085248954,30
native_grid,linear-packet_H12,linear-packet_H0,3,brier,-0.0005944434899731256,-0.0016953331023184532,0.0004601799281133351,30
native_grid,linear-packet_H12,linear-packet_H0,9,log_loss,-0.015408315500420338,-0.021950619060233944,-0.009304496197621148,30
native_grid,linear-packet_H12,linear-packet_H0,9,brier,-0.0034109798622659364,-0.005505167482300044,-0.0016897781090661726,30
native_grid,linear-packet_H12,linear-packet_H0,24,log_loss,-0.013227992940605551,-0.019921057286785348,-0.007128510554208511,30
native_grid,linear-packet_H12,linear-packet_H0,24,brier,-0.0042145079091289615,-0.0072326476866885975,-0.0015873115823277588,30
native_grid,linear-packet_H12,linear-packet_H0,48,log_loss,-0.00871898847009025,-0.017071174818096092,-0.00048694523264397317,30
native_grid,linear-packet_H12,linear-packet_H0,48,brier,-0.0031378543011043648,-0.006149020035045531,-0.00038335590790171024,30
native_grid,linear-packet_H12,linear-packet_H0,96,log_loss,0.001400622652577586,-0.00879599353220711,0.01189196370641994,30
native_grid,linear-packet_H12,linear-packet_H0,96,brier,-0.0013104166616411267,-0.0047003645433283895,0.001824745946045286,30
native_grid,linear-packet_H48,linear-packet_H0,0.75,log_loss,0.0007055177312259465,-0.002420468013505457,0.004375008115098918,30
native_grid,linear-packet_H48,linear-packet_H0,0.75,brier,-0.00023619182964179872,-0.0008773768093180807,0.00028913065252355506,30
native_grid,linear-packet_H48,linear-packet_H0,3,log_loss,-0.007123953419564,-0.012257634384241784,-0.0029144000237922188,30
native_grid,linear-packet_H48,linear-packet_H0,3,brier,-0.0004640859640818531,-0.0014475660740244597,0.0004953969431023289,30
