task,family,method,source,temperature_K,caliper_A,target,n,loss,true_contrast_rms,discordant,concordance
structure,linear,radial_control,913,400.0,0.1,w6,126,2.8786787084401078,1.6771434451029166,,
structure,linear,radial_control,913,400.0,0.1,qbar6,126,0.12008934355864109,0.22420826642845748,,
structure,linear,radial_control,913,400.0,0.1,q6_coherence,126,0.1875582711411481,0.3479095132100854,,
structure,linear,radial_control,913,400.0,0.1,bond_order,126,0.8594350731725766,0.9138811564002205,,
structure,linear,radial_control,913,400.0,0.1,angular_arrangement,126,0.5878414065679093,0.8405749525289181,,
structure,linear,radial_control,938,450.0,0.1,q4,91,0.7792808954184289,0.8364226129056815,,
structure,linear,radial_control,938,450.0,0.1,q6,91,0.1740052127225055,0.4054583993753211,,
structure,linear,radial_control,938,450.0,0.1,w4,91,0.5076294137992298,0.6500793215477096,,
structure,linear,radial_control,938,450.0,0.1,w6,91,0.5829147413098008,0.7672954258749177,,
structure,linear,radial_control,938,450.0,0.1,qbar6,91,0.10754665579456775,0.30420198887482397,,
structure,linear,radial_control,938,450.0,0.1,q6_coherence,91,0.10839218577051937,0.31039136618588287,,
structure,linear,radial_control,938,450.0,0.1,bond_order,91,0.37662818413584204,0.5865472908064907,,
structure,linear,radial_control,938,450.0,0.1,angular_arrangement,91,0.4821610605327169,0.8034480382537533,,
structure,linear,radial_control,942,450.0,0.1,q4,191,0.4650090778059115,0.6848081239315917,,
structure,linear,radial_control,942,450.0,0.1,q6,191,0.09398213213391052,0.3045996571495689,,
structure,linear,radial_control,942,450.0,0.1,w4,191,0.4234922669856734,0.6029434399457076,,
structure,linear,radial_control,942,450.0,0.1,w6,191,0.3676314221946447,0.5997974191256887,,
structure,linear,radial_control,942,450.0,0.1,qbar6,191,0.05465818342934873,0.17430126477279742,,
structure,linear,radial_control,942,450.0,0.1,q6_coherence,191,0.07179558520525883,0.2258745204172401,,
structure,linear,radial_control,942,450.0,0.1,bond_order,191,0.24609477795912463,0.4772213119327441,,
structure,linear,radial_control,942,450.0,0.1,angular_arrangement,191,0.3183109246881527,0.7073908013359534,,
structure,linear,radial_control,970,500.0,0.1,q4,156,0.3115121964939676,0.5427958532186881,,
structure,linear,radial_control,970,500.0,0.1,q6,156,0.1130828058988732,0.31415844042898583,,
structure,linear,radial_control,970,500.0,0.1,w4,156,0.30250331566180994,0.5471450551937437,,
structure,linear,radial_control,970,500.0,0.1,w6,156,0.22822668316881922,0.4735897075452456,,
structure,linear,radial_control,970,500.0,0.1,qbar6,156,0.07279320366456708,0.13339467402976257,,
structure,linear,radial_control,970,500.0,0.1,q6_coherence,156,0.057278093586926086,0.14387694799707285,,
structure,linear,radial_control,970,500.0,0.1,bond_order,156,0.18089938307916048,0.39905565645750707,,
structure,linear,radial_control,970,500.0,0.1,angular_arrangement,156,0.35146319720180785,0.7414295025787065,,
structure,linear,radial_control,971,500.0,0.1,q4,142,0.5052013709262124,0.6561699949959883,,
structure,linear,radial_control,971,500.0,0.1,q6,142,0.1734668386917049,0.428707105312773,,
structure,linear,radial_control,971,500.0,0.1,w4,142,0.4780518332247845,0.7058237690180038,,
structure,linear,radial_control,971,500.0,0.1,w6,142,0.43287989688615347,0.6486561218081057,,
structure,linear,radial_control,971,500.0,0.1,qbar6,142,0.13855140224833978,0.3345009800219259,,
structure,linear,radial_control,971,500.0,0.1,q6_coherence,142,0.14072495030407475,0.3353274547235976,,
structure,linear,radial_control,971,500.0,0.1,bond_order,142,0.3114793820468783,0.541237195272036,,
structure,linear,radial_control,971,500.0,0.1,angular_arrangement,142,0.45618519689281223,0.8220813036374066,,
structure,linear,radial_control,1000,510.0,0.1,q4,33,1.7403525955970895,1.2447935951461606,,
structure,linear,radial_control,1000,510.0,0.1,q6,33,0.8135858938838203,0.8570341052940958,,
structure,linear,radial_control,1000,510.0,0.1,w4,33,1.109171453616055,1.0437125453475344,,
structure,linear,radial_control,1000,510.0,0.1,w6,33,3.5936821106768075,1.8846070503100016,,
structure,linear,radial_control,1000,510.0,0.1,qbar6,33,0.13244288773774152,0.3222112522060935,,
structure,linear,radial_control,1000,510.0,0.1,q6_coherence,33,0.20920798268231383,0.46006374940638883,,
structure,linear,radial_control,1000,510.0,0.1,bond_order,33,1.2664071540323045,1.098527568165241,,
structure,linear,radial_control,1000,510.0,0.1,angular_arrangement,33,1.1640744731911885,1.1509391979611254,,
structure,linear,radial_control,1001,510.0,0.1,q4,97,1.3360494158235445,1.160572976042111,,
structure,linear,radial_control,1001,510.0,0.1,q6,97,0.19090107062665507,0.4805482371753739,,
structure,linear,radial_control,1001,510.0,0.1,w4,97,1.9303102316329783,1.386141296438495,,
structure,linear,radial_control,1001,510.0,0.1,w6,97,0.8105719730342424,0.878608502553682,,
structure,linear,radial_control,1001,510.0,0.1,qbar6,97,0.14247176551987747,0.40308803275389254,,
structure,linear,radial_control,1001,510.0,0.1,q6_coherence,97,0.13056296196678338,0.35582213333112767,,
structure,linear,radial_control,1001,510.0,0.1,bond_order,97,0.7568112364340136,0.8718071449715944,,
structure,linear,radial_control,1001,510.0,0.1,angular_arrangement,97,0.6141897198782534,0.8868320474094303,,
structure,linear,radial_control,881,520.0,0.1,q4,99,1.007681793958828,0.9877981222786641,,
structure,linear,radial_control,881,520.0,0.1,q6,99,0.3088848768476559,0.5336228564487344,,
structure,linear,radial_control,881,520.0,0.1,w4,99,0.834054773749809,0.8456158960370362,,
structure,linear,radial_control,881,520.0,0.1,w6,99,1.1062370442514478,1.0359049643447915,,
structure,linear,radial_control,881,520.0,0.1,qbar6,99,0.12806885146697433,0.29643283225559547,,
structure,linear,radial_control,881,520.0,0.1,q6_coherence,99,0.2198347572445803,0.40176555728327495,,
structure,linear,radial_control,881,520.0,0.1,bond_order,99,0.6007936829198824,0.7413896646551302,,
structure,linear,radial_control,881,520.0,0.1,angular_arrangement,99,0.560232981902695,0.8551680861071987,,
structure,linear,radial_control,1009,520.0,0.1,q4,160,1.6410460516074246,1.281270713981003,,
structure,linear,radial_control,1009,520.0,0.1,q6,160,0.2546322153243442,0.5130031277573246,,
structure,linear,radial_control,1009,520.0,0.1,w4,160,2.437618064315267,1.5483593306656047,,
structure,linear,radial_control,1009,520.0,0.1,w6,160,0.36169265008447776,0.5891823752673391,,
structure,linear,radial_control,1009,520.0,0.1,qbar6,160,0.11885692471797057,0.3173129552609609,,
structure,linear,radial_control,1009,520.0,0.1,q6_coherence,160,0.08261846598885643,0.24823631573473656,,
structure,linear,radial_control,1009,520.0,0.1,bond_order,160,0.8160773953397233,0.8955155051519292,,
structure,linear,radial_control,1009,520.0,0.1,angular_arrangement,160,0.7747533389492461,1.0071228361065612,,
structure,linear,plus_gatr,911,400.0,0.05,q4,2,0.02186245866702263,0.156088250809767,,
structure,linear,plus_gatr,911,400.0,0.05,q6,2,0.0957664330880917,0.1392019094762592,,
structure,linear,plus_gatr,911,400.0,0.05,w4,2,0.1166116525552533,0.32627599448075145,,
structure,linear,plus_gatr,911,400.0,0.05,w6,2,0.0047599564684039156,0.10278381802583629,,
structure,linear,plus_gatr,911,400.0,0.05,qbar6,2,0.08556277461095588,0.010945204147925254,,
structure,linear,plus_gatr,911,400.0,0.05,q6_coherence,2,0.06609185432921952,0.010117604830586538,,
structure,linear,plus_gatr,911,400.0,0.05,bond_order,2,0.06510918828649116,0.16380039422338022,,
structure,linear,plus_gatr,911,400.0,0.05,angular_arrangement,2,0.2556712483838324,0.5322235002296847,,
structure,linear,plus_gatr,942,450.0,0.05,q4,1,0.03647438830199792,0.07125223941609359,,
structure,linear,plus_gatr,942,450.0,0.05,q6,1,5.859305031310742e-05,0.06103165057492276,,
structure,linear,plus_gatr,942,450.0,0.05,w4,1,0.0104342715744227,0.03636067633642757,,
structure,linear,plus_gatr,942,450.0,0.05,w6,1,0.006571289210034087,0.04322356139918561,,
structure,linear,plus_gatr,942,450.0,0.05,qbar6,1,0.0006214522448365342,0.008611071169454941,,
structure,linear,plus_gatr,942,450.0,0.05,q6_coherence,1,0.011109278074321483,0.007597365575279685,,
structure,linear,plus_gatr,942,450.0,0.05,bond_order,1,0.01087821207598764,0.04495180668921859,,
structure,linear,plus_gatr,942,450.0,0.05,angular_arrangement,1,0.06181223548843803,0.32707166763148465,,
structure,linear,plus_gatr,911,400.0,0.1,q4,172,0.29028625960150656,0.5129617611641258,,
structure,linear,plus_gatr,911,400.0,0.1,q6,172,0.15574346689200022,0.3632021794368057,,
structure,linear,plus_gatr,911,400.0,0.1,w4,172,0.2526904501919492,0.49744097044318036,,
structure,linear,plus_gatr,911,400.0,0.1,w6,172,0.4440738851495988,0.6638800808971207,,
structure,linear,plus_gatr,911,400.0,0.1,qbar6,172,0.10480257798149424,0.22915969927435692,,
structure,linear,plus_gatr,911,400.0,0.1,q6_coherence,172,0.1279236440427765,0.29521688689862785,,
structure,linear,plus_gatr,911,400.0,0.1,bond_order,172,0.22925338064322093,0.45146004816471097,,
structure,linear,plus_gatr,911,400.0,0.1,angular_arrangement,172,0.3085232559168624,0.6602420100754829,,
structure,linear,plus_gatr,913,400.0,0.1,q4,126,0.9035566875964185,0.9901612518647169,,
structure,linear,plus_gatr,913,400.0,0.1,q6,126,0.32693013323309306,0.5607878068733738,,
structure,linear,plus_gatr,913,400.0,0.1,w4,126,0.7237208069888571,0.8555991044523487,,
structure,linear,plus_gatr,913,400.0,0.1,w6,126,2.873506175928334,1.6771434451029166,,
structure,linear,plus_gatr,913,400.0,0.1,qbar6,126,0.12113658223525507,0.22420826642845748,,
structure,linear,plus_gatr,913,400.0,0.1,q6_coherence,126,0.18694091697787799,0.3479095132100854,,
structure,linear,plus_gatr,913,400.0,0.1,bond_order,126,0.8559652171599726,0.9138811564002205,,
structure,linear,plus_gatr,913,400.0,0.1,angular_arrangement,126,0.5891582360300016,0.8405749525289181,,
structure,linear,plus_gatr,938,450.0,0.1,q4,91,0.7755328922127837,0.8364226129056815,,
structure,linear,plus_gatr,938,450.0,0.1,q6,91,0.17493471984812256,0.4054583993753211,,
structure,linear,plus_gatr,938,450.0,0.1,w4,91,0.5087275544533868,0.6500793215477096,,
structure,linear,plus_gatr,938,450.0,0.1,w6,91,0.5857517766609733,0.7672954258749177,,
structure,linear,plus_gatr,938,450.0,0.1,qbar6,91,0.10740892905063795,0.30420198887482397,,
structure,linear,plus_gatr,938,450.0,0.1,q6_coherence,91,0.10762355000298955,0.31039136618588287,,
structure,linear,plus_gatr,938,450.0,0.1,bond_order,91,0.3766632370381489,0.5865472908064907,,
structure,linear,plus_gatr,938,450.0,0.1,angular_arrangement,91,0.48134028952378644,0.8034480382537533,,
structure,linear,plus_gatr,942,450.0,0.1,q4,191,0.4644630582724847,0.6848081239315917,,
structure,linear,plus_gatr,942,450.0,0.1,q6,191,0.09383334657298484,0.3045996571495689,,
structure,linear,plus_gatr,942,450.0,0.1,w4,191,0.4248045130325527,0.6029434399457076,,
structure,linear,plus_gatr,942,450.0,0.1,w6,191,0.36741339432098397,0.5997974191256887,,
structure,linear,plus_gatr,942,450.0,0.1,qbar6,191,0.054818292063910916,0.17430126477279742,,
structure,linear,plus_gatr,942,450.0,0.1,q6_coherence,191,0.0711084423260479,0.2258745204172401,,
structure,linear,plus_gatr,942,450.0,0.1,bond_order,191,0.24607350776482748,0.4772213119327441,,
structure,linear,plus_gatr,942,450.0,0.1,angular_arrangement,191,0.31906021699545434,0.7073908013359534,,
structure,linear,plus_gatr,970,500.0,0.1,q4,156,0.3093430708418133,0.5427958532186881,,
structure,linear,plus_gatr,970,500.0,0.1,q6,156,0.11321111849053117,0.31415844042898583,,
structure,linear,plus_gatr,970,500.0,0.1,w4,156,0.30355321061946916,0.5471450551937437,,
structure,linear,plus_gatr,970,500.0,0.1,w6,156,0.2235964062530487,0.4735897075452456,,
structure,linear,plus_gatr,970,500.0,0.1,qbar6,156,0.07219987765456203,0.13339467402976257,,
structure,linear,plus_gatr,970,500.0,0.1,q6_coherence,156,0.055446981852678996,0.14387694799707285,,
structure,linear,plus_gatr,970,500.0,0.1,bond_order,156,0.17955844428535053,0.39905565645750707,,
structure,linear,plus_gatr,970,500.0,0.1,angular_arrangement,156,0.3517863370544727,0.7414295025787065,,
structure,linear,plus_gatr,971,500.0,0.1,q4,142,0.5003080043152583,0.6561699949959883,,
structure,linear,plus_gatr,971,500.0,0.1,q6,142,0.17393901973860534,0.428707105312773,,
structure,linear,plus_gatr,971,500.0,0.1,w4,142,0.47602941772645435,0.7058237690180038,,
structure,linear,plus_gatr,971,500.0,0.1,w6,142,0.4333648292397961,0.6486561218081057,,
structure,linear,plus_gatr,971,500.0,0.1,qbar6,142,0.13864899290363955,0.3345009800219259,,
structure,linear,plus_gatr,971,500.0,0.1,q6_coherence,142,0.14025924384990715,0.3353274547235976,,
structure,linear,plus_gatr,971,500.0,0.1,bond_order,142,0.3104249179622768,0.541237195272036,,
structure,linear,plus_gatr,971,500.0,0.1,angular_arrangement,142,0.4564355558061367,0.8220813036374066,,
structure,linear,plus_gatr,1000,510.0,0.1,q4,33,1.74216708852516,1.2447935951461606,,
structure,linear,plus_gatr,1000,510.0,0.1,q6,33,0.8143995385582173,0.8570341052940958,,
structure,linear,plus_gatr,1000,510.0,0.1,w4,33,1.1192746858557603,1.0437125453475344,,
structure,linear,plus_gatr,1000,510.0,0.1,w6,33,3.6145531000346636,1.8846070503100016,,
structure,linear,plus_gatr,1000,510.0,0.1,qbar6,33,0.13002808167868918,0.3222112522060935,,
structure,linear,plus_gatr,1000,510.0,0.1,q6_coherence,33,0.2062636712006239,0.46006374940638883,,
structure,linear,plus_gatr,1000,510.0,0.1,bond_order,33,1.271114360975519,1.098527568165241,,
structure,linear,plus_gatr,1000,510.0,0.1,angular_arrangement,33,1.1550359570054844,1.1509391979611254,,
structure,linear,plus_gatr,1001,510.0,0.1,q4,97,1.333481997755131,1.160572976042111,,
structure,linear,plus_gatr,1001,510.0,0.1,q6,97,0.19144716116205024,0.4805482371753739,,
structure,linear,plus_gatr,1001,510.0,0.1,w4,97,1.9216196430165784,1.386141296438495,,
structure,linear,plus_gatr,1001,510.0,0.1,w6,97,0.8099655669970135,0.878608502553682,,
structure,linear,plus_gatr,1001,510.0,0.1,qbar6,97,0.1423274507454399,0.40308803275389254,,
structure,linear,plus_gatr,1001,510.0,0.1,q6_coherence,97,0.13031890430805218,0.35582213333112767,,
structure,linear,plus_gatr,1001,510.0,0.1,bond_order,97,0.7548601206640443,0.8718071449715944,,
structure,linear,plus_gatr,1001,510.0,0.1,angular_arrangement,97,0.6129664612466624,0.8868320474094303,,
structure,linear,plus_gatr,881,520.0,0.1,q4,99,1.005301651484795,0.9877981222786641,,
structure,linear,plus_gatr,881,520.0,0.1,q6,99,0.3088524026876153,0.5336228564487344,,
structure,linear,plus_gatr,881,520.0,0.1,w4,99,0.8360417854064426,0.8456158960370362,,
structure,linear,plus_gatr,881,520.0,0.1,w6,99,1.0976846640227667,1.0359049643447915,,
structure,linear,plus_gatr,881,520.0,0.1,qbar6,99,0.12862653880969474,0.29643283225559547,,
structure,linear,plus_gatr,881,520.0,0.1,q6_coherence,99,0.22008192743591287,0.40176555728327495,,
structure,linear,plus_gatr,881,520.0,0.1,bond_order,99,0.5994314949745378,0.7413896646551302,,
structure,linear,plus_gatr,881,520.0,0.1,angular_arrangement,99,0.5565002244985006,0.8551680861071987,,
structure,linear,plus_gatr,1009,520.0,0.1,q4,160,1.6368376641323945,1.281270713981003,,
structure,linear,plus_gatr,1009,520.0,0.1,q6,160,0.254249596662736,0.5130031277573246,,
structure,linear,plus_gatr,1009,520.0,0.1,w4,160,2.439143600900985,1.5483593306656047,,
structure,linear,plus_gatr,1009,520.0,0.1,w6,160,0.362071253706462,0.5891823752673391,,
structure,linear,plus_gatr,1009,520.0,0.1,qbar6,160,0.11855471429588556,0.3173129552609609,,
structure,linear,plus_gatr,1009,520.0,0.1,q6_coherence,160,0.08204088176207162,0.24823631573473656,,
structure,linear,plus_gatr,1009,520.0,0.1,bond_order,160,0.8154829519100891,0.8955155051519292,,
structure,linear,plus_gatr,1009,520.0,0.1,angular_arrangement,160,0.7738725611766654,1.0071228361065612,,
structure,linear,delta_gatr,911,400.0,0.05,q4,2,0.009905226624811723,0.156088250809767,,
structure,linear,delta_gatr,911,400.0,0.05,q6,2,0.09597220439151644,0.1392019094762592,,
structure,linear,delta_gatr,911,400.0,0.05,w4,2,0.11866291281875489,0.32627599448075145,,
