model,split,horizon_ps,n,sources,prevalence,log_loss,brier,average_precision,threshold,recall,false_positive_rate,precision,log_loss_ci95,brier_ci95,method,block,mse
linear-packet_plus_shell25_H0,selection,48,20881,15,0.196435182435432,0.45112014919757887,0.14512665249021894,0.3827009016465759,0.4548538327217102,0.2995332478376188,0.0852601147774282,0.4620216243536057,,,,,
linear-packet_plus_shell25_H0,calibration,48,16584,15,0.278634105156337,0.5268735453680019,0.17471260202705255,0.5133268363137695,0.4548538327217102,0.2279142223419569,0.04998799777886867,0.6378256829907304,,,,,
linear-packet_plus_shell25_H0,test,48,44385,30,0.18840006848320312,0.4731671682297864,0.15102408840199896,0.3272855579373938,0.4548538327217102,0.22826527539241537,0.0746846007167503,0.4150310871292159,"[0.426342355969701, 0.5189115701625666]","[0.13197522235643647, 0.17041052938953644]",,,
linear-packet_plus_shell25_H0,selection,96,20881,15,0.3646435880571329,0.6173276134047846,0.21331151177738905,0.5370523752898152,0.7019842267036438,0.24687291118082397,0.09395608337948141,0.601275009720632,,,,,
linear-packet_plus_shell25_H0,calibration,96,16584,15,0.5218947175551638,0.6190613974211919,0.21550109883395704,0.6988396498863387,0.7019842267036438,0.16927528986827123,0.04996567659489612,0.7871489611577284,,,,,
linear-packet_plus_shell25_H0,test,96,44385,30,0.36752480433082857,0.6818987387850705,0.24413244492179995,0.4705105876074204,0.7019842267036438,0.18520476205070455,0.0901460152213921,0.5441797558689708,"[0.6407173425157612, 0.720585541071818]","[0.2251171690368699, 0.2617825975330307]",,,
mlp-packet_plus_shell25_H0,selection,0.75,20881,15,0.001717366617496936,0.008512354950219434,0.001673816559544874,0.09241135567892453,0.009997266344726086,0.842684498439278,0.050984242105894924,0.027647896559791857,,,,,
mlp-packet_plus_shell25_H0,calibration,0.75,16584,15,0.00469864808109772,0.01655306089001113,0.004105141241565332,0.2583573743844424,0.009997266344726086,0.9593384363970707,0.04996224729490468,0.08311213344243605,,,,,
mlp-packet_plus_shell25_H0,test,0.75,44385,30,0.002461127212794187,0.00985176816951256,0.0021378022312662044,0.2510000851563535,0.009997266344726086,0.887869569843394,0.04110670996987854,0.050593296815139396,"[0.007202689283424051, 0.012465665636586335]","[0.0014427661658835609, 0.0028956442300535393]",,,
mlp-packet_plus_shell25_H0,selection,3,20881,15,0.009324540953417646,0.031164775653201002,0.0078087845823923046,0.27454170923704224,0.0376695953309536,0.818994919813892,0.05157122301706277,0.13003795690115538,,,,,
mlp-packet_plus_shell25_H0,calibration,3,16584,15,0.014324638924385276,0.04131378596402561,0.011196679288802294,0.351584545281041,0.0376695953309536,0.7977651122650471,0.04994013672881016,0.18841275815136752,,,,,
mlp-packet_plus_shell25_H0,test,3,44385,30,0.00884508151496356,0.028799892421669557,0.007124733999694204,0.3101480104426517,0.0376695953309536,0.7692340148750213,0.04003396307464539,0.1463722416980253,"[0.023842920424153806, 0.034036800194855096]","[0.0057391116660753935, 0.008638773463281972]",,,
mlp-packet_plus_shell25_H0,selection,9,20881,15,0.03277230679889552,0.09004509439692585,0.024733332299430772,0.3862361643503943,0.15663044154644012,0.6719095570295486,0.059573876158746694,0.2764892441505617,,,,,
mlp-packet_plus_shell25_H0,calibration,9,16584,15,0.04785316738960783,0.11301846184043117,0.03167772184993356,0.5037110651725172,0.15663044154644012,0.653132319749828,0.04995142025371067,0.3965518918239274,,,,,
mlp-packet_plus_shell25_H0,test,9,44385,30,0.03124302427652125,0.08120149850582604,0.02180007394855462,0.4585525465399162,0.15663044154644012,0.6437631326208904,0.03858797979376576,0.34982065644711746,"[0.06835428536109985, 0.09499191732213191]","[0.017658880049847187, 0.02633773086427144]",,,
mlp-packet_plus_shell25_H0,selection,24,20881,15,0.09697707537936248,0.22789726378668473,0.0662506752719261,0.4799909738101593,0.3215124309062958,0.5474901212767458,0.06868623683118377,0.4612086740701979,,,,,
mlp-packet_plus_shell25_H0,calibration,24,16584,15,0.13707065020025577,0.2967303411944384,0.0866588095565406,0.5423398231738313,0.3215124309062958,0.4656697560853041,0.049955960995478756,0.5968840254299149,,,,,
mlp-packet_plus_shell25_H0,test,24,44385,30,0.09117904843080059,0.23063636380205915,0.06491461862280587,0.4564252290968084,0.3215124309062958,0.46141273754526285,0.05168141786585626,0.4724957160636704,"[0.20024305877773166, 0.26066898989373016]","[0.054511188249221874, 0.07555846842155385]",,,
mlp-packet_plus_shell25_H0,selection,48,20881,15,0.196435182435432,0.4001818860371339,0.12617172862694012,0.5251775815288643,0.4721892178058624,0.3952723439353675,0.0714444246370203,0.5749142049291968,,,,,
mlp-packet_plus_shell25_H0,calibration,48,16584,15,0.278634105156337,0.487423357429096,0.16087959821066078,0.5983338121269803,0.4721892178058624,0.3204960089008539,0.049983735600642225,0.7123705390246987,,,,,
mlp-packet_plus_shell25_H0,test,48,44385,30,0.18840006848320312,0.43048082308384156,0.13650781074237492,0.4508127072805367,0.4721892178058624,0.31849877825011463,0.06430529430841539,0.5348277276898927,"[0.3891560678791557, 0.4709837238618118]","[0.12020177200708265, 0.15305154045430244]",,,
mlp-packet_plus_shell25_H0,selection,96,20881,15,0.3646435880571329,0.5749975301172544,0.19802778431226725,0.6228703953371856,0.7163163423538208,0.27439840145875727,0.06900426982966361,0.6953278056854799,,,,,
mlp-packet_plus_shell25_H0,calibration,96,16584,15,0.5218947175551638,0.5879368694966134,0.20518571867866317,0.7407139485078574,0.7163163423538208,0.2148019770827597,0.04997239616088024,0.8243179809025051,,,,,
mlp-packet_plus_shell25_H0,test,96,44385,30,0.36752480433082857,0.6466496032386095,0.23130257968993986,0.5360915775621127,0.7163163423538208,0.20712369137762196,0.07021118502309523,0.6315700669328116,"[0.6044657363096381, 0.6849184254976051]","[0.21259379105311688, 0.2481742172146586]",,,
ridge-condition,,0.75,,,,,,,,,,,,,ridge,all,0.8522714263708838
ridge-condition,,0.75,,,,,,,,,,,,,ridge,radial,0.7427687186326802
ridge-condition,,0.75,,,,,,,,,,,,,ridge,pair,0.7994339093910741
ridge-condition,,0.75,,,,,,,,,,,,,ridge,angular,0.9182825959093835
ridge-condition,,0.75,,,,,,,,,,,,,ridge,speed,0.8922239443781442
ridge-condition,,0.75,,,,,,,,,,,,,ridge,radial_velocity,0.9474121937269578
ridge-condition,,0.75,,,,,,,,,,,,,ridge,moments,0.9758474209050765
ridge-condition,,0.75,,,,,,,,,,,,,persistence,all,1.1867033346066846
ridge-condition,,0.75,,,,,,,,,,,,,persistence,radial,0.9460249285267505
ridge-condition,,0.75,,,,,,,,,,,,,persistence,pair,0.68252725190816
ridge-condition,,0.75,,,,,,,,,,,,,persistence,angular,0.8395421741717786
ridge-condition,,0.75,,,,,,,,,,,,,persistence,speed,1.810657065404723
ridge-condition,,0.75,,,,,,,,,,,,,persistence,radial_velocity,1.8734993485739737
ridge-condition,,0.75,,,,,,,,,,,,,persistence,moments,1.7128237278331813
ridge-condition,,3,,,,,,,,,,,,,ridge,all,0.8749223674814828
ridge-condition,,3,,,,,,,,,,,,,ridge,radial,0.752869064955954
ridge-condition,,3,,,,,,,,,,,,,ridge,pair,0.8042358151859587
ridge-condition,,3,,,,,,,,,,,,,ridge,angular,0.9100563706606459
ridge-condition,,3,,,,,,,,,,,,,ridge,speed,0.9910614327069012
ridge-condition,,3,,,,,,,,,,,,,ridge,radial_velocity,0.966039715691644
ridge-condition,,3,,,,,,,,,,,,,ridge,moments,1.0180116605088445
ridge-condition,,3,,,,,,,,,,,,,persistence,all,1.2739875926075572
ridge-condition,,3,,,,,,,,,,,,,persistence,radial,1.031965895949728
ridge-condition,,3,,,,,,,,,,,,,persistence,pair,0.790424138724706
ridge-condition,,3,,,,,,,,,,,,,persistence,angular,0.9232496377449583
ridge-condition,,3,,,,,,,,,,,,,persistence,speed,1.9156398081913502
ridge-condition,,3,,,,,,,,,,,,,persistence,radial_velocity,1.9078168689070183
ridge-condition,,3,,,,,,,,,,,,,persistence,moments,1.800414356668263
ridge-condition,,9,,,,,,,,,,,,,ridge,all,0.8711903328109335
ridge-condition,,9,,,,,,,,,,,,,ridge,radial,0.7379365608268157
ridge-condition,,9,,,,,,,,,,,,,ridge,pair,0.7895236348353964
ridge-condition,,9,,,,,,,,,,,,,ridge,angular,0.9193435092408953
ridge-condition,,9,,,,,,,,,,,,,ridge,speed,0.9949203657766219
ridge-condition,,9,,,,,,,,,,,,,ridge,radial_velocity,0.982451998874242
ridge-condition,,9,,,,,,,,,,,,,ridge,moments,1.0178863972712846
ridge-condition,,9,,,,,,,,,,,,,persistence,all,1.3229512718016045
ridge-condition,,9,,,,,,,,,,,,,persistence,radial,1.06929941525435
ridge-condition,,9,,,,,,,,,,,,,persistence,pair,0.857379576556822
ridge-condition,,9,,,,,,,,,,,,,persistence,angular,0.9896146817002586
ridge-condition,,9,,,,,,,,,,,,,persistence,speed,1.9406421626164216
ridge-condition,,9,,,,,,,,,,,,,persistence,radial_velocity,1.9447767249758376
ridge-condition,,9,,,,,,,,,,,,,persistence,moments,1.8552186214979747
ridge-condition,,24,,,,,,,,,,,,,ridge,all,0.8661928878802758
ridge-condition,,24,,,,,,,,,,,,,ridge,radial,0.7284875956743464
ridge-condition,,24,,,,,,,,,,,,,ridge,pair,0.7974540779870993
ridge-condition,,24,,,,,,,,,,,,,ridge,angular,0.9252719260712388
ridge-condition,,24,,,,,,,,,,,,,ridge,speed,0.9704707201566005
ridge-condition,,24,,,,,,,,,,,,,ridge,radial_velocity,0.9816789238206058
ridge-condition,,24,,,,,,,,,,,,,ridge,moments,1.0002381856708689
ridge-condition,,24,,,,,,,,,,,,,persistence,all,1.3674016999368281
ridge-condition,,24,,,,,,,,,,,,,persistence,radial,1.1229997044343598
ridge-condition,,24,,,,,,,,,,,,,persistence,pair,0.9411737899557561
ridge-condition,,24,,,,,,,,,,,,,persistence,angular,1.070008177851224
ridge-condition,,24,,,,,,,,,,,,,persistence,speed,1.9248691035811272
ridge-condition,,24,,,,,,,,,,,,,persistence,radial_velocity,1.9485463937021335
ridge-condition,,24,,,,,,,,,,,,,persistence,moments,1.8674429355799074
ridge-condition,,48,,,,,,,,,,,,,ridge,all,0.8619722856254963
ridge-condition,,48,,,,,,,,,,,,,ridge,radial,0.7156085558745544
ridge-condition,,48,,,,,,,,,,,,,ridge,pair,0.7912070167794648
ridge-condition,,48,,,,,,,,,,,,,ridge,angular,0.9172241153051632
ridge-condition,,48,,,,,,,,,,,,,ridge,speed,1.0001792368680231
ridge-condition,,48,,,,,,,,,,,,,ridge,radial_velocity,0.9753379166501613
ridge-condition,,48,,,,,,,,,,,,,ridge,moments,0.9894058708725851
ridge-condition,,48,,,,,,,,,,,,,persistence,all,1.4100388046505778
ridge-condition,,48,,,,,,,,,,,,,persistence,radial,1.1653451212685453
ridge-condition,,48,,,,,,,,,,,,,persistence,pair,1.030945198055711
ridge-condition,,48,,,,,,,,,,,,,persistence,angular,1.1707549922713756
ridge-condition,,48,,,,,,,,,,,,,persistence,speed,1.9282357744357737
ridge-condition,,48,,,,,,,,,,,,,persistence,radial_velocity,1.9136892388917652
ridge-condition,,48,,,,,,,,,,,,,persistence,moments,1.875049792957196
ridge-condition,,96,,,,,,,,,,,,,ridge,all,0.85245997434675
ridge-condition,,96,,,,,,,,,,,,,ridge,radial,0.6926198105557887
ridge-condition,,96,,,,,,,,,,,,,ridge,pair,0.7845423753711132
ridge-condition,,96,,,,,,,,,,,,,ridge,angular,0.9398035577851593
ridge-condition,,96,,,,,,,,,,,,,ridge,speed,0.9817598231559909
ridge-condition,,96,,,,,,,,,,,,,ridge,radial_velocity,0.9630373819618416
ridge-condition,,96,,,,,,,,,,,,,ridge,moments,0.9807546600172032
ridge-condition,,96,,,,,,,,,,,,,persistence,all,1.4751687377365246
ridge-condition,,96,,,,,,,,,,,,,persistence,radial,1.2266902178092791
ridge-condition,,96,,,,,,,,,,,,,persistence,pair,1.1631465485909236
ridge-condition,,96,,,,,,,,,,,,,persistence,angular,1.3261209751831144
ridge-condition,,96,,,,,,,,,,,,,persistence,speed,1.9052918334049498
ridge-condition,,96,,,,,,,,,,,,,persistence,radial_velocity,1.9081106056545776
ridge-condition,,96,,,,,,,,,,,,,persistence,moments,1.8821529548491491
ridge-packet_H0,,0.75,,,,,,,,,,,,,ridge,all,0.6622248086609073
ridge-packet_H0,,0.75,,,,,,,,,,,,,ridge,radial,0.553941694205077
ridge-packet_H0,,0.75,,,,,,,,,,,,,ridge,pair,0.45520300164644767
ridge-packet_H0,,0.75,,,,,,,,,,,,,ridge,angular,0.5325926971455649
ridge-packet_H0,,0.75,,,,,,,,,,,,,ridge,speed,0.8951946462418063
ridge-packet_H0,,0.75,,,,,,,,,,,,,ridge,radial_velocity,0.9501148147673824
ridge-packet_H0,,0.75,,,,,,,,,,,,,ridge,moments,0.9016069194294547
ridge-packet_H0,,0.75,,,,,,,,,,,,,persistence,all,1.1867033346066846
ridge-packet_H0,,0.75,,,,,,,,,,,,,persistence,radial,0.9460249285267505
ridge-packet_H0,,0.75,,,,,,,,,,,,,persistence,pair,0.68252725190816
ridge-packet_H0,,0.75,,,,,,,,,,,,,persistence,angular,0.8395421741717786
ridge-packet_H0,,0.75,,,,,,,,,,,,,persistence,speed,1.810657065404723
ridge-packet_H0,,0.75,,,,,,,,,,,,,persistence,radial_velocity,1.8734993485739737
ridge-packet_H0,,0.75,,,,,,,,,,,,,persistence,moments,1.7128237278331813
ridge-packet_H0,,3,,,,,,,,,,,,,ridge,all,0.7061006263558021
ridge-packet_H0,,3,,,,,,,,,,,,,ridge,radial,0.583679481950127
ridge-packet_H0,,3,,,,,,,,,,,,,ridge,pair,0.5009698720978072
ridge-packet_H0,,3,,,,,,,,,,,,,ridge,angular,0.5564797323628757
ridge-packet_H0,,3,,,,,,,,,,,,,ridge,speed,0.9941921024115493
ridge-packet_H0,,3,,,,,,,,,,,,,ridge,radial_velocity,0.9696782308423638
ridge-packet_H0,,3,,,,,,,,,,,,,ridge,moments,0.9591562371337599
ridge-packet_H0,,3,,,,,,,,,,,,,persistence,all,1.2739875926075572
ridge-packet_H0,,3,,,,,,,,,,,,,persistence,radial,1.031965895949728
ridge-packet_H0,,3,,,,,,,,,,,,,persistence,pair,0.790424138724706
ridge-packet_H0,,3,,,,,,,,,,,,,persistence,angular,0.9232496377449583
ridge-packet_H0,,3,,,,,,,,,,,,,persistence,speed,1.9156398081913502
ridge-packet_H0,,3,,,,,,,,,,,,,persistence,radial_velocity,1.9078168689070183
ridge-packet_H0,,3,,,,,,,,,,,,,persistence,moments,1.800414356668263
ridge-packet_H0,,9,,,,,,,,,,,,,ridge,all,0.7182194266179946
ridge-packet_H0,,9,,,,,,,,,,,,,ridge,radial,0.5876174485255056
ridge-packet_H0,,9,,,,,,,,,,,,,ridge,pair,0.517350675493258
ridge-packet_H0,,9,,,,,,,,,,,,,ridge,angular,0.5853592803135871
ridge-packet_H0,,9,,,,,,,,,,,,,ridge,speed,0.9977633497912282
ridge-packet_H0,,9,,,,,,,,,,,,,ridge,radial_velocity,0.9849440512502744
ridge-packet_H0,,9,,,,,,,,,,,,,ridge,moments,0.967752483551341
ridge-packet_H0,,9,,,,,,,,,,,,,persistence,all,1.3229512718016045
ridge-packet_H0,,9,,,,,,,,,,,,,persistence,radial,1.06929941525435
ridge-packet_H0,,9,,,,,,,,,,,,,persistence,pair,0.857379576556822
ridge-packet_H0,,9,,,,,,,,,,,,,persistence,angular,0.9896146817002586
ridge-packet_H0,,9,,,,,,,,,,,,,persistence,speed,1.9406421626164216
ridge-packet_H0,,9,,,,,,,,,,,,,persistence,radial_velocity,1.9447767249758376
ridge-packet_H0,,9,,,,,,,,,,,,,persistence,moments,1.8552186214979747
ridge-packet_H0,,24,,,,,,,,,,,,,ridge,all,0.7333165849802687
ridge-packet_H0,,24,,,,,,,,,,,,,ridge,radial,0.6021097366743497
ridge-packet_H0,,24,,,,,,,,,,,,,ridge,pair,0.5595423792642124
ridge-packet_H0,,24,,,,,,,,,,,,,ridge,angular,0.6261591127856566
ridge-packet_H0,,24,,,,,,,,,,,,,ridge,speed,0.9739217960379654
ridge-packet_H0,,24,,,,,,,,,,,,,ridge,radial_velocity,0.9856952610172292
ridge-packet_H0,,24,,,,,,,,,,,,,ridge,moments,0.9574522781241741
ridge-packet_H0,,24,,,,,,,,,,,,,persistence,all,1.3674016999368281
ridge-packet_H0,,24,,,,,,,,,,,,,persistence,radial,1.1229997044343598
ridge-packet_H0,,24,,,,,,,,,,,,,persistence,pair,0.9411737899557561
ridge-packet_H0,,24,,,,,,,,,,,,,persistence,angular,1.070008177851224
ridge-packet_H0,,24,,,,,,,,,,,,,persistence,speed,1.9248691035811272
ridge-packet_H0,,24,,,,,,,,,,,,,persistence,radial_velocity,1.9485463937021335
ridge-packet_H0,,24,,,,,,,,,,,,,persistence,moments,1.8674429355799074
ridge-packet_H0,,48,,,,,,,,,,,,,ridge,all,0.7565930406650175
ridge-packet_H0,,48,,,,,,,,,,,,,ridge,radial,0.6147562676082288
ridge-packet_H0,,48,,,,,,,,,,,,,ridge,pair,0.6019259369967953
ridge-packet_H0,,48,,,,,,,,,,,,,ridge,angular,0.6778967219629618
ridge-packet_H0,,48,,,,,,,,,,,,,ridge,speed,1.0035984763568102
ridge-packet_H0,,48,,,,,,,,,,,,,ridge,radial_velocity,0.9795986474912735
ridge-packet_H0,,48,,,,,,,,,,,,,ridge,moments,0.9582860702990469
ridge-packet_H0,,48,,,,,,,,,,,,,persistence,all,1.4100388046505778
ridge-packet_H0,,48,,,,,,,,,,,,,persistence,radial,1.1653451212685453
ridge-packet_H0,,48,,,,,,,,,,,,,persistence,pair,1.030945198055711
ridge-packet_H0,,48,,,,,,,,,,,,,persistence,angular,1.1707549922713756
ridge-packet_H0,,48,,,,,,,,,,,,,persistence,speed,1.9282357744357737
ridge-packet_H0,,48,,,,,,,,,,,,,persistence,radial_velocity,1.9136892388917652
ridge-packet_H0,,48,,,,,,,,,,,,,persistence,moments,1.875049792957196
ridge-packet_H0,,96,,,,,,,,,,,,,ridge,all,0.7821878344275432
ridge-packet_H0,,96,,,,,,,,,,,,,ridge,radial,0.6290552595965897
ridge-packet_H0,,96,,,,,,,,,,,,,ridge,pair,0.6598090780179906
ridge-packet_H0,,96,,,,,,,,,,,,,ridge,angular,0.7688583052898439
ridge-packet_H0,,96,,,,,,,,,,,,,ridge,speed,0.9842317505712299
ridge-packet_H0,,96,,,,,,,,,,,,,ridge,radial_velocity,0.966081986874238
ridge-packet_H0,,96,,,,,,,,,,,,,ridge,moments,0.9606019574558731
ridge-packet_H0,,96,,,,,,,,,,,,,persistence,all,1.4751687377365246
ridge-packet_H0,,96,,,,,,,,,,,,,persistence,radial,1.2266902178092791
ridge-packet_H0,,96,,,,,,,,,,,,,persistence,pair,1.1631465485909236
ridge-packet_H0,,96,,,,,,,,,,,,,persistence,angular,1.3261209751831144
ridge-packet_H0,,96,,,,,,,,,,,,,persistence,speed,1.9052918334049498
ridge-packet_H0,,96,,,,,,,,,,,,,persistence,radial_velocity,1.9081106056545776
ridge-packet_H0,,96,,,,,,,,,,,,,persistence,moments,1.8821529548491491
ridge-packet_H3,,0.75,,,,,,,,,,,,,ridge,all,0.650240053732257
ridge-packet_H3,,0.75,,,,,,,,,,,,,ridge,radial,0.5403970496682893
ridge-packet_H3,,0.75,,,,,,,,,,,,,ridge,pair,0.4233288477716982
ridge-packet_H3,,0.75,,,,,,,,,,,,,ridge,angular,0.5027759751276178
ridge-packet_H3,,0.75,,,,,,,,,,,,,ridge,speed,0.9089794833819909
ridge-packet_H3,,0.75,,,,,,,,,,,,,ridge,radial_velocity,0.9624540171423285
ridge-packet_H3,,0.75,,,,,,,,,,,,,ridge,moments,0.9002591593261448
ridge-packet_H3,,0.75,,,,,,,,,,,,,persistence,all,1.1867033346066846
ridge-packet_H3,,0.75,,,,,,,,,,,,,persistence,radial,0.9460249285267505
ridge-packet_H3,,0.75,,,,,,,,,,,,,persistence,pair,0.68252725190816
ridge-packet_H3,,0.75,,,,,,,,,,,,,persistence,angular,0.8395421741717786
ridge-packet_H3,,0.75,,,,,,,,,,,,,persistence,speed,1.810657065404723
ridge-packet_H3,,0.75,,,,,,,,,,,,,persistence,radial_velocity,1.8734993485739737
ridge-packet_H3,,0.75,,,,,,,,,,,,,persistence,moments,1.7128237278331813
ridge-packet_H3,,3,,,,,,,,,,,,,ridge,all,0.6959521662550303
ridge-packet_H3,,3,,,,,,,,,,,,,ridge,radial,0.5738135629387848
ridge-packet_H3,,3,,,,,,,,,,,,,ridge,pair,0.47338033146516884
ridge-packet_H3,,3,,,,,,,,,,,,,ridge,angular,0.5308650085148933
ridge-packet_H3,,3,,,,,,,,,,,,,ridge,speed,1.0045833529682637
ridge-packet_H3,,3,,,,,,,,,,,,,ridge,radial_velocity,0.9797243671663829
ridge-packet_H3,,3,,,,,,,,,,,,,ridge,moments,0.9580568125827942
ridge-packet_H3,,3,,,,,,,,,,,,,persistence,all,1.2739875926075572
ridge-packet_H3,,3,,,,,,,,,,,,,persistence,radial,1.031965895949728
ridge-packet_H3,,3,,,,,,,,,,,,,persistence,pair,0.790424138724706
ridge-packet_H3,,3,,,,,,,,,,,,,persistence,angular,0.9232496377449583
ridge-packet_H3,,3,,,,,,,,,,,,,persistence,speed,1.9156398081913502
ridge-packet_H3,,3,,,,,,,,,,,,,persistence,radial_velocity,1.9078168689070183
ridge-packet_H3,,3,,,,,,,,,,,,,persistence,moments,1.800414356668263
ridge-packet_H3,,9,,,,,,,,,,,,,ridge,all,0.7115853267876657
ridge-packet_H3,,9,,,,,,,,,,,,,ridge,radial,0.5823238119051117
ridge-packet_H3,,9,,,,,,,,,,,,,ridge,pair,0.4948622325685738
ridge-packet_H3,,9,,,,,,,,,,,,,ridge,angular,0.5675930219490807
ridge-packet_H3,,9,,,,,,,,,,,,,ridge,speed,1.0069578981240928
ridge-packet_H3,,9,,,,,,,,,,,,,ridge,radial_velocity,0.9933141118426129
ridge-packet_H3,,9,,,,,,,,,,,,,ridge,moments,0.9704454934381668
ridge-packet_H3,,9,,,,,,,,,,,,,persistence,all,1.3229512718016045
ridge-packet_H3,,9,,,,,,,,,,,,,persistence,radial,1.06929941525435
ridge-packet_H3,,9,,,,,,,,,,,,,persistence,pair,0.857379576556822
ridge-packet_H3,,9,,,,,,,,,,,,,persistence,angular,0.9896146817002586
ridge-packet_H3,,9,,,,,,,,,,,,,persistence,speed,1.9406421626164216
ridge-packet_H3,,9,,,,,,,,,,,,,persistence,radial_velocity,1.9447767249758376
ridge-packet_H3,,9,,,,,,,,,,,,,persistence,moments,1.8552186214979747
ridge-packet_H3,,24,,,,,,,,,,,,,ridge,all,0.7308589589844365
ridge-packet_H3,,24,,,,,,,,,,,,,ridge,radial,0.5994184051056962
ridge-packet_H3,,24,,,,,,,,,,,,,ridge,pair,0.5455994150161063
ridge-packet_H3,,24,,,,,,,,,,,,,ridge,angular,0.616052873008289
ridge-packet_H3,,24,,,,,,,,,,,,,ridge,speed,0.9842613088469805
ridge-packet_H3,,24,,,,,,,,,,,,,ridge,radial_velocity,0.99452360237162
ridge-packet_H3,,24,,,,,,,,,,,,,ridge,moments,0.9619982474049985
ridge-packet_H3,,24,,,,,,,,,,,,,persistence,all,1.3674016999368281
ridge-packet_H3,,24,,,,,,,,,,,,,persistence,radial,1.1229997044343598
ridge-packet_H3,,24,,,,,,,,,,,,,persistence,pair,0.9411737899557561
ridge-packet_H3,,24,,,,,,,,,,,,,persistence,angular,1.070008177851224
ridge-packet_H3,,24,,,,,,,,,,,,,persistence,speed,1.9248691035811272
ridge-packet_H3,,24,,,,,,,,,,,,,persistence,radial_velocity,1.9485463937021335
ridge-packet_H3,,24,,,,,,,,,,,,,persistence,moments,1.8674429355799074
ridge-packet_H3,,48,,,,,,,,,,,,,ridge,all,0.7572344049384083
ridge-packet_H3,,48,,,,,,,,,,,,,ridge,radial,0.6159472899293097
ridge-packet_H3,,48,,,,,,,,,,,,,ridge,pair,0.5924026138118944
ridge-packet_H3,,48,,,,,,,,,,,,,ridge,angular,0.6725320227488454
ridge-packet_H3,,48,,,,,,,,,,,,,ridge,speed,1.0133382714619223
ridge-packet_H3,,48,,,,,,,,,,,,,ridge,radial_velocity,0.9908092036612617
ridge-packet_H3,,48,,,,,,,,,,,,,ridge,moments,0.964495934152829
ridge-packet_H3,,48,,,,,,,,,,,,,persistence,all,1.4100388046505778
ridge-packet_H3,,48,,,,,,,,,,,,,persistence,radial,1.1653451212685453
ridge-packet_H3,,48,,,,,,,,,,,,,persistence,pair,1.030945198055711
ridge-packet_H3,,48,,,,,,,,,,,,,persistence,angular,1.1707549922713756
ridge-packet_H3,,48,,,,,,,,,,,,,persistence,speed,1.9282357744357737
ridge-packet_H3,,48,,,,,,,,,,,,,persistence,radial_velocity,1.9136892388917652
ridge-packet_H3,,48,,,,,,,,,,,,,persistence,moments,1.875049792957196
ridge-packet_H3,,96,,,,,,,,,,,,,ridge,all,0.7857793658993242
ridge-packet_H3,,96,,,,,,,,,,,,,ridge,radial,0.6311572649491325
ridge-packet_H3,,96,,,,,,,,,,,,,ridge,pair,0.6582089044462438
ridge-packet_H3,,96,,,,,,,,,,,,,ridge,angular,0.769691950090434
ridge-packet_H3,,96,,,,,,,,,,,,,ridge,speed,0.9945397379099156
ridge-packet_H3,,96,,,,,,,,,,,,,ridge,radial_velocity,0.9756457311922334
ridge-packet_H3,,96,,,,,,,,,,,,,ridge,moments,0.9676251692112571
ridge-packet_H3,,96,,,,,,,,,,,,,persistence,all,1.4751687377365246
ridge-packet_H3,,96,,,,,,,,,,,,,persistence,radial,1.2266902178092791
ridge-packet_H3,,96,,,,,,,,,,,,,persistence,pair,1.1631465485909236
ridge-packet_H3,,96,,,,,,,,,,,,,persistence,angular,1.3261209751831144
ridge-packet_H3,,96,,,,,,,,,,,,,persistence,speed,1.9052918334049498
ridge-packet_H3,,96,,,,,,,,,,,,,persistence,radial_velocity,1.9081106056545776
ridge-packet_H3,,96,,,,,,,,,,,,,persistence,moments,1.8821529548491491
ridge-packet_H12,,0.75,,,,,,,,,,,,,ridge,all,0.6492029622773277
ridge-packet_H12,,0.75,,,,,,,,,,,,,ridge,radial,0.5389102739698945
ridge-packet_H12,,0.75,,,,,,,,,,,,,ridge,pair,0.42059551138600837
ridge-packet_H12,,0.75,,,,,,,,,,,,,ridge,angular,0.49995500950603977
ridge-packet_H12,,0.75,,,,,,,,,,,,,ridge,speed,0.9104255181854457
ridge-packet_H12,,0.75,,,,,,,,,,,,,ridge,radial_velocity,0.9635746253250312
ridge-packet_H12,,0.75,,,,,,,,,,,,,ridge,moments,0.9006569744902988
ridge-packet_H12,,0.75,,,,,,,,,,,,,persistence,all,1.1867033346066846
ridge-packet_H12,,0.75,,,,,,,,,,,,,persistence,radial,0.9460249285267505
ridge-packet_H12,,0.75,,,,,,,,,,,,,persistence,pair,0.68252725190816
ridge-packet_H12,,0.75,,,,,,,,,,,,,persistence,angular,0.8395421741717786
ridge-packet_H12,,0.75,,,,,,,,,,,,,persistence,speed,1.810657065404723
ridge-packet_H12,,0.75,,,,,,,,,,,,,persistence,radial_velocity,1.8734993485739737
ridge-packet_H12,,0.75,,,,,,,,,,,,,persistence,moments,1.7128237278331813
ridge-packet_H12,,3,,,,,,,,,,,,,ridge,all,0.6933184766328654
ridge-packet_H12,,3,,,,,,,,,,,,,ridge,radial,0.5698162902614967
ridge-packet_H12,,3,,,,,,,,,,,,,ridge,pair,0.4647459837089455
ridge-packet_H12,,3,,,,,,,,,,,,,ridge,angular,0.5240945051340611
ridge-packet_H12,,3,,,,,,,,,,,,,ridge,speed,1.009889735375667
ridge-packet_H12,,3,,,,,,,,,,,,,ridge,radial_velocity,0.9844121782893075
